original_icd_code,original_icd_version,canonical_icd_code,canonical_icd_version,long_title
39890,9,I099,10,"Rheumatic heart disease, unspecified"
I099,10,I099,10,"Rheumatic heart disease, unspecified"
3941,9,I051,10,Rheumatic mitral insufficiency
I051,10,I051,10,Rheumatic mitral insufficiency
3980,9,I090,10,Rheumatic myocarditis
I090,10,I090,10,Rheumatic myocarditis
1170,9,B481,10,Rhinosporidiosis
B481,10,B481,10,Rhinosporidiosis
2680,9,E550,10,"Rickets, active"
E550,10,E550,10,"Rickets, active"
0839,9,A799,10,"Rickettsiosis, unspecified"
A799,10,A799,10,"Rickettsiosis, unspecified"
37002,9,H1602,10,Ring corneal ulcer
H1602,10,H1602,10,Ring corneal ulcer
37915,9,H1585,10,Ring staphyloma
H1585,10,H1585,10,Ring staphyloma
6953,9,L71,10,Rosacea
L71,10,L71,10,Rosacea
37231,9,H1082,10,Rosacea conjunctivitis
H1082,10,H1082,10,Rosacea conjunctivitis
36131,9,H3332,10,Round hole of retina without detachment
H3332,10,H3332,10,Round hole of retina without detachment
H1833,10,H1833,10,Rupture in Descemet's membrane
37133,9,H1833,10,Rupture in descemet's membrane
4472,9,I772,10,Rupture of artery
I772,10,I772,10,Rupture of artery
7202,9,M461,10,"Sacroiliitis, not elsewhere classified"
M461,10,M461,10,"Sacroiliitis, not elsewhere classified"
44401,9,I7401,10,Saddle embolus of abdominal aorta
I7401,10,I7401,10,Saddle embolus of abdominal aorta
00323,9,A0223,10,Salmonella arthritis
A0223,10,A0223,10,Salmonella arthritis
0039,9,A029,10,"Salmonella infection, unspecified"
A029,10,A029,10,"Salmonella infection, unspecified"
00321,9,A0221,10,Salmonella meningitis
A0221,10,A0221,10,Salmonella meningitis
00324,9,A0224,10,Salmonella osteomyelitis
A0224,10,A0224,10,Salmonella osteomyelitis
00322,9,A0222,10,Salmonella pneumonia
A0222,10,A0222,10,Salmonella pneumonia
N709,10,N709,10,"Salpingitis and oophoritis, unspecified"
N7093,10,N709,10,"Salpingitis and oophoritis, unspecified"
135,9,D86,10,Sarcoidosis
D86,10,D86,10,Sarcoidosis
D868,10,D868,10,Sarcoidosis of other sites
D8689,10,D868,10,Sarcoidosis of other sites
79677,9,R85616,10,Satisfactory anal smear but lacking transformation zone
R85616,10,R85616,10,Satisfactory anal smear but lacking transformation zone
79507,9,R87616,10,Satisfactory cervical smear but lacking transformation zone
R87616,10,R87616,10,Satisfactory cervical smear but lacking transformation zone
1330,9,B86,10,Scabies
B86,10,B86,10,Scabies
7092,9,L905,10,Scar conditions and fibrosis of skin
L905,10,L905,10,Scar conditions and fibrosis of skin
0341,9,A38,10,Scarlet fever
A38,10,A38,10,Scarlet fever
37264,9,H1124,10,Scarring of conjunctiva
H1124,10,H1124,10,Scarring of conjunctiva
B652,10,B652,10,Schistosomiasis due to Schistosoma japonicum
1202,9,B652,10,Schistosomiasis due to schistosoma japonicum
1209,9,B659,10,"Schistosomiasis, unspecified"
B659,10,B659,10,"Schistosomiasis, unspecified"
29570,9,F259,10,"Schizoaffective disorder, unspecified"
F259,10,F259,10,"Schizoaffective disorder, unspecified"
72232,9,M5146,10,"Schmorl's nodes, lumbar region"
M5146,10,M5146,10,"Schmorl's nodes, lumbar region"
72231,9,M5144,10,"Schmorl's nodes, thoracic region"
M5144,10,M5144,10,"Schmorl's nodes, thoracic region"
23773,9,Q8503,10,Schwannomatosis
Q8503,10,Q8503,10,Schwannomatosis
7243,9,M543,10,Sciatica
M543,10,M543,10,Sciatica
37911,9,H1584,10,Scleral ectasia
H1584,10,H1584,10,Scleral ectasia
7781,9,P830,10,Sclerema neonatorum
P830,10,P830,10,Sclerema neonatorum
37905,9,H1504,10,Scleritis with corneal involvement
H1504,10,H1504,10,Scleritis with corneal involvement
37904,9,H1505,10,Scleromalacia perforans
H1505,10,H1505,10,Scleromalacia perforans
37054,9,H1633,10,Sclerosing keratitis
H1633,10,H1633,10,Sclerosing keratitis
56782,9,K654,10,Sclerosing mesenteritis
K654,10,K654,10,Sclerosing mesenteritis
36841,9,H5341,10,Scotoma involving central area
H5341,10,H5341,10,Scotoma involving central area
36842,9,H5342,10,Scotoma of blind spot area
H5342,10,H5342,10,Scotoma of blind spot area
75281,9,Q5523,10,Scrotal transposition
Q5523,10,Q5523,10,Scrotal transposition
4564,9,I861,10,Scrotal varices
I861,10,I861,10,Scrotal varices
05912,9,B0862,10,Sealpox
B0862,10,B0862,10,Sealpox
7062,9,L723,10,Sebaceous cyst
L723,10,L723,10,Sebaceous cyst
69011,9,L210,10,Seborrhea capitis
L210,10,L210,10,Seborrhea capitis
69010,9,L219,10,"Seborrheic dermatitis, unspecified"
L219,10,L219,10,"Seborrheic dermatitis, unspecified"
69012,9,L211,10,Seborrheic infantile dermatitis
L211,10,L211,10,Seborrheic infantile dermatitis
20975,9,C7B1,10,Secondary Merkel cell carcinoma
C7B1,10,C7B1,10,Secondary Merkel cell carcinoma
1962,9,C772,10,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
C772,10,C772,10,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
1966,9,C775,10,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
C775,10,C775,10,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
1961,9,C771,10,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
C771,10,C771,10,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
37122,9,H1823,10,Secondary corneal edema
H1823,10,H1823,10,Secondary corneal edema
70522,9,L7452,10,Secondary focal hyperhidrosis
L7452,10,L7452,10,Secondary focal hyperhidrosis
1987,9,C797,10,Secondary malignant neoplasm of adrenal gland
C797,10,C797,10,Secondary malignant neoplasm of adrenal gland
1985,9,C795,10,Secondary malignant neoplasm of bone and bone marrow
C795,10,C795,10,Secondary malignant neoplasm of bone and bone marrow
19881,9,C7981,10,Secondary malignant neoplasm of breast
C7981,10,C7981,10,Secondary malignant neoplasm of breast
19882,9,C7982,10,Secondary malignant neoplasm of genital organs
C7982,10,C7982,10,Secondary malignant neoplasm of genital organs
1975,9,C785,10,Secondary malignant neoplasm of large intestine and rectum
C785,10,C785,10,Secondary malignant neoplasm of large intestine and rectum
1970,9,C780,10,Secondary malignant neoplasm of lung
C780,10,C780,10,Secondary malignant neoplasm of lung
1971,9,C781,10,Secondary malignant neoplasm of mediastinum
C781,10,C781,10,Secondary malignant neoplasm of mediastinum
1984,9,C7949,10,Secondary malignant neoplasm of other parts of nervous system
C7949,10,C7949,10,Secondary malignant neoplasm of other parts of nervous system
1973,9,C7839,10,Secondary malignant neoplasm of other respiratory organs
C7839,10,C7839,10,Secondary malignant neoplasm of other respiratory organs
19889,9,C798,10,Secondary malignant neoplasm of other specified sites
C798,10,C798,10,Secondary malignant neoplasm of other specified sites
C7989,10,C798,10,Secondary malignant neoplasm of other specified sites
1981,9,C7919,10,Secondary malignant neoplasm of other urinary organs
C7919,10,C7919,10,Secondary malignant neoplasm of other urinary organs
1986,9,C796,10,Secondary malignant neoplasm of ovary
C796,10,C796,10,Secondary malignant neoplasm of ovary
1972,9,C782,10,Secondary malignant neoplasm of pleura
C782,10,C782,10,Secondary malignant neoplasm of pleura
1976,9,C786,10,Secondary malignant neoplasm of retroperitoneum and peritoneum
C786,10,C786,10,Secondary malignant neoplasm of retroperitoneum and peritoneum
1982,9,C792,10,Secondary malignant neoplasm of skin
C792,10,C792,10,Secondary malignant neoplasm of skin
3321,9,G21,10,Secondary parkinsonism
G21,10,G21,10,Secondary parkinsonism
36265,9,H3545,10,Secondary pigmentary degeneration
H3545,10,H3545,10,Secondary pigmentary degeneration
51282,9,J9312,10,Secondary spontaneous pneumothorax
J9312,10,J9312,10,Secondary spontaneous pneumothorax
09162,9,A5145,10,Secondary syphilitic hepatitis
A5145,10,A5145,10,Secondary syphilitic hepatitis
2874,9,D695,10,Secondary thrombocytopenia
D695,10,D695,10,Secondary thrombocytopenia
30543,9,F1311,10,"Sedative, hypnotic or anxiolytic abuse, in remission"
F1311,10,F1311,10,"Sedative, hypnotic or anxiolytic abuse, in remission"
30413,9,F1321,10,"Sedative, hypnotic or anxiolytic dependence, in remission"
F1321,10,F1321,10,"Sedative, hypnotic or anxiolytic dependence, in remission"
31323,9,F940,10,Selective mutism
F940,10,F940,10,Selective mutism
38918,9,H903,10,"Sensorineural hearing loss, bilateral"
H903,10,H903,10,"Sensorineural hearing loss, bilateral"
449,9,I76,10,Septic arterial embolism
I76,10,I76,10,Septic arterial embolism
0202,9,A207,10,Septicemic plague
A207,10,A207,10,Septicemic plague
36371,9,H3142,10,Serous choroidal detachment
H3142,10,H3142,10,Serous choroidal detachment
37201,9,H1023,10,"Serous conjunctivitis, except viral"
H1023,10,H1023,10,"Serous conjunctivitis, except viral"
36242,9,H3572,10,Serous detachment of retinal pigment epithelium
H3572,10,H3572,10,Serous detachment of retinal pigment epithelium
3612,9,H332,10,Serous retinal detachment
H332,10,H332,10,Serous retinal detachment
52523,9,K0823,10,Severe atrophy of the mandible
K0823,10,K0823,10,Severe atrophy of the mandible
52526,9,K0826,10,Severe atrophy of the maxilla
K0826,10,K0826,10,Severe atrophy of the maxilla
3181,9,F72,10,Severe intellectual disabilities
F72,10,F72,10,Severe intellectual disabilities
99592,9,R652,10,Severe sepsis
R652,10,R652,10,Severe sepsis
30283,9,F6551,10,Sexual masochism
F6551,10,F6551,10,Sexual masochism
30284,9,F6552,10,Sexual sadism
F6552,10,F6552,10,Sexual sadism
2973,9,F24,10,Shared psychotic disorder
F24,10,F24,10,Shared psychotic disorder
0049,9,A039,10,"Shigellosis, unspecified"
A039,10,A039,10,"Shigellosis, unspecified"
78550,9,R579,10,"Shock, unspecified"
R579,10,R579,10,"Shock, unspecified"
78605,9,R0602,10,Shortness of breath
R0602,10,R0602,10,Shortness of breath
5272,9,K112,10,Sialoadenitis
K112,10,K112,10,Sialoadenitis
5275,9,K115,10,Sialolithiasis
K115,10,K115,10,Sialolithiasis
28241,9,D5740,10,Sickle-cell thalassemia without crisis
D5740,10,D5740,10,Sickle-cell thalassemia without crisis
D5741,10,D5741,10,"Sickle-cell thalassemia, unspecified, with crisis"
D57419,10,D5741,10,"Sickle-cell thalassemia, unspecified, with crisis"
2825,9,D573,10,Sickle-cell trait
D573,10,D573,10,Sickle-cell trait
28264,9,D5721,10,Sickle-cell/Hb-C disease with crisis
D5721,10,D5721,10,Sickle-cell/Hb-C disease with crisis
28263,9,D5720,10,Sickle-cell/Hb-C disease without crisis
D5720,10,D5720,10,Sickle-cell/Hb-C disease without crisis
4910,9,J410,10,Simple chronic bronchitis
J410,10,J410,10,Simple chronic bronchitis
37211,9,H1042,10,Simple chronic conjunctivitis
H1042,10,H1042,10,Simple chronic conjunctivitis
36832,9,H5333,10,Simultaneous visual perception without fusion
H5333,10,H5333,10,Simultaneous visual perception without fusion
7593,9,Q893,10,Situs inversus
Q893,10,Q893,10,Situs inversus
32753,9,G4763,10,Sleep related bruxism
G4763,10,G4763,10,Sleep related bruxism
32752,9,G4762,10,Sleep related leg cramps
G4762,10,G4762,10,Sleep related leg cramps
56401,9,K5901,10,Slow transit constipation
K5901,10,K5901,10,Slow transit constipation
5899,9,N279,10,"Small kidney, unspecified"
N279,10,N279,10,"Small kidney, unspecified"
36651,9,H2641,10,Soemmering's ring
H2641,10,H2641,10,Soemmering's ring
36331,9,H3102,10,Solar retinopathy
H3102,10,H3102,10,Solar retinopathy
73321,9,M854,10,Solitary bone cyst
M854,10,M854,10,Solitary bone cyst
6100,9,N600,10,Solitary cyst of breast
N600,10,N600,10,Solitary cyst of breast
79311,9,R911,10,Solitary pulmonary nodule
R911,10,R911,10,Solitary pulmonary nodule
30081,9,F450,10,Somatization disorder
F450,10,F450,10,Somatization disorder
36753,9,H5253,10,Spasm of accommodation
H5253,10,H5253,10,Spasm of accommodation
5765,9,K834,10,Spasm of sphincter of Oddi
K834,10,K834,10,Spasm of sphincter of Oddi
33383,9,G243,10,Spasmodic torticollis
G243,10,G243,10,Spasmodic torticollis
75617,9,Q760,10,Spina bifida occulta
Q760,10,Q760,10,Spina bifida occulta
7201,9,M460,10,Spinal enthesopathy
M460,10,M460,10,Spinal enthesopathy
M532,10,M532,10,Spinal instabilities
M532X,10,M532,10,Spinal instabilities
33510,9,G129,10,"Spinal muscular atrophy, unspecified"
G129,10,G129,10,"Spinal muscular atrophy, unspecified"
72401,9,M4804,10,"Spinal stenosis, thoracic region"
M4804,10,M4804,10,"Spinal stenosis, thoracic region"
1049,9,A699,10,"Spirochetal infection, unspecified"
A699,10,A699,10,"Spirochetal infection, unspecified"
78861,9,R3913,10,Splitting of urinary stream
R3913,10,R3913,10,Splitting of urinary stream
75612,9,M431,10,Spondylolisthesis
M431,10,M431,10,Spondylolisthesis
75611,9,M4307,10,"Spondylolysis, lumbosacral region"
M4307,10,M4307,10,"Spondylolysis, lumbosacral region"
56723,9,K652,10,Spontaneous bacterial peritonitis
K652,10,K652,10,Spontaneous bacterial peritonitis
7827,9,R233,10,Spontaneous ecchymoses
R233,10,R233,10,Spontaneous ecchymoses
5120,9,J930,10,Spontaneous tension pneumothorax
J930,10,J930,10,Spontaneous tension pneumothorax
1171,9,B42,10,Sporotrichosis
B42,10,B42,10,Sporotrichosis
8442,9,S835,10,Sprain of cruciate ligament of knee
S835,10,S835,10,Sprain of cruciate ligament of knee
8481,9,S034,10,Sprain of jaw
S034,10,S034,10,Sprain of jaw
8440,9,S8342,10,Sprain of lateral collateral ligament of knee
S8342,10,S8342,10,Sprain of lateral collateral ligament of knee
8441,9,S8341,10,Sprain of medial collateral ligament of knee
S8341,10,S8341,10,Sprain of medial collateral ligament of knee
S638,10,S638,10,Sprain of other part of wrist and hand
S638X,10,S638,10,Sprain of other part of wrist and hand
S838,10,S838,10,Sprain of other specified parts of knee
S838X,10,S838,10,Sprain of other specified parts of knee
8483,9,S2341,10,Sprain of ribs
S2341,10,S2341,10,Sprain of ribs
84841,9,S23420,10,Sprain of sternoclavicular (joint) (ligament)
S23420,10,S23420,10,Sprain of sternoclavicular (joint) (ligament)
8482,9,S135,10,Sprain of thyroid region
S135,10,S135,10,Sprain of thyroid region
37302,9,H0102,10,Squamous blepharitis
H0102,10,H0102,10,Squamous blepharitis
17302,9,C4402,10,Squamous cell carcinoma of skin of lip
C4402,10,C4402,10,Squamous cell carcinoma of skin of lip
17372,9,C4472,10,"Squamous cell carcinoma of skin of lower limb, including hip"
C4472,10,C4472,10,"Squamous cell carcinoma of skin of lower limb, including hip"
17332,9,C4432,10,Squamous cell carcinoma of skin of other and unspecified parts of face
C4432,10,C4432,10,Squamous cell carcinoma of skin of other and unspecified parts of face
17362,9,C4462,10,"Squamous cell carcinoma of skin of upper limb, including shoulder"
C4462,10,C4462,10,"Squamous cell carcinoma of skin of upper limb, including shoulder"
3203,9,G003,10,Staphylococcal meningitis
G003,10,G003,10,Staphylococcal meningitis
37912,9,H1583,10,Staphyloma posticum
H1583,10,H1583,10,Staphyloma posticum
V4588,9,Z9282,10,Status post administration of tPA (rtPA) in a different facility within the last 24 hours prior to admission to current facility
Z9282,10,Z9282,10,Status post administration of tPA (rtPA) in a different facility within the last 24 hours prior to admission to current facility
37553,9,H0454,10,Stenosis of lacrimal canaliculi
H0454,10,H0454,10,Stenosis of lacrimal canaliculi
37552,9,H0456,10,Stenosis of lacrimal punctum
H0456,10,H0456,10,Stenosis of lacrimal punctum
37554,9,H0457,10,Stenosis of lacrimal sac
H0457,10,H0457,10,Stenosis of lacrimal sac
47874,9,J386,10,Stenosis of larynx
J386,10,J386,10,Stenosis of larynx
69513,9,L511,10,Stevens-Johnson syndrome
L511,10,L511,10,Stevens-Johnson syndrome
69514,9,L513,10,Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome
L513,10,L513,10,Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome
33391,9,G2582,10,Stiff-man syndrome
G2582,10,G2582,10,Stiff-man syndrome
36801,9,H5303,10,Strabismic amblyopia
H5303,10,H5303,10,Strabismic amblyopia
3202,9,G002,10,Streptococcal meningitis
G002,10,G002,10,Streptococcal meningitis
7013,9,L906,10,Striae atrophicae
L906,10,L906,10,Striae atrophicae
4471,9,I771,10,Stricture of artery
I771,10,I771,10,Stricture of artery
7861,9,R061,10,Stridor
R061,10,R061,10,Stridor
W22,10,W22,10,Striking against or struck by other objects
W228,10,W22,10,Striking against or struck by other objects
W218,10,W218,10,Striking against or struck by other sports equipment
W2189,10,W218,10,Striking against or struck by other sports equipment
37112,9,H1806,10,Stromal corneal pigmentations
H1806,10,H1806,10,Stromal corneal pigmentations
1272,9,B78,10,Strongyloidiasis
B78,10,B78,10,Strongyloidiasis
3362,9,G320,10,Subacute combined degeneration of spinal cord in diseases classified elsewhere
G320,10,G320,10,Subacute combined degeneration of spinal cord in diseases classified elsewhere
0462,9,A811,10,Subacute sclerosing panencephalitis
A811,10,A811,10,Subacute sclerosing panencephalitis
