icd_code,icd_version,long_title
G243,10,Spasmodic torticollis
75617,9,Spina bifida occulta
Q760,10,Spina bifida occulta
7201,9,Spinal enthesopathy
M460,10,Spinal enthesopathy
M532,10,Spinal instabilities
M532X,10,Spinal instabilities
33510,9,"Spinal muscular atrophy, unspecified"
G129,10,"Spinal muscular atrophy, unspecified"
72401,9,"Spinal stenosis, thoracic region"
M4804,10,"Spinal stenosis, thoracic region"
1049,9,"Spirochetal infection, unspecified"
A699,10,"Spirochetal infection, unspecified"
78861,9,Splitting of urinary stream
R3913,10,Splitting of urinary stream
75612,9,Spondylolisthesis
M431,10,Spondylolisthesis
75611,9,"Spondylolysis, lumbosacral region"
M4307,10,"Spondylolysis, lumbosacral region"
56723,9,Spontaneous bacterial peritonitis
K652,10,Spontaneous bacterial peritonitis
7827,9,Spontaneous ecchymoses
R233,10,Spontaneous ecchymoses
5120,9,Spontaneous tension pneumothorax
J930,10,Spontaneous tension pneumothorax
1171,9,Sporotrichosis
B42,10,Sporotrichosis
8442,9,Sprain of cruciate ligament of knee
S835,10,Sprain of cruciate ligament of knee
8481,9,Sprain of jaw
S034,10,Sprain of jaw
8440,9,Sprain of lateral collateral ligament of knee
S8342,10,Sprain of lateral collateral ligament of knee
8441,9,Sprain of medial collateral ligament of knee
S8341,10,Sprain of medial collateral ligament of knee
S638,10,Sprain of other part of wrist and hand
S638X,10,Sprain of other part of wrist and hand
S838,10,Sprain of other specified parts of knee
S838X,10,Sprain of other specified parts of knee
8483,9,Sprain of ribs
S2341,10,Sprain of ribs
84841,9,Sprain of sternoclavicular (joint) (ligament)
S23420,10,Sprain of sternoclavicular (joint) (ligament)
8482,9,Sprain of thyroid region
S135,10,Sprain of thyroid region
37302,9,Squamous blepharitis
H0102,10,Squamous blepharitis
17302,9,Squamous cell carcinoma of skin of lip
C4402,10,Squamous cell carcinoma of skin of lip
17372,9,"Squamous cell carcinoma of skin of lower limb, including hip"
C4472,10,"Squamous cell carcinoma of skin of lower limb, including hip"
17332,9,Squamous cell carcinoma of skin of other and unspecified parts of face
C4432,10,Squamous cell carcinoma of skin of other and unspecified parts of face
17362,9,"Squamous cell carcinoma of skin of upper limb, including shoulder"
C4462,10,"Squamous cell carcinoma of skin of upper limb, including shoulder"
3203,9,Staphylococcal meningitis
G003,10,Staphylococcal meningitis
37912,9,Staphyloma posticum
H1583,10,Staphyloma posticum
V4588,9,Status post administration of tPA (rtPA) in a different facility within the last 24 hours prior to admission to current facility
Z9282,10,Status post administration of tPA (rtPA) in a different facility within the last 24 hours prior to admission to current facility
37553,9,Stenosis of lacrimal canaliculi
H0454,10,Stenosis of lacrimal canaliculi
37552,9,Stenosis of lacrimal punctum
H0456,10,Stenosis of lacrimal punctum
37554,9,Stenosis of lacrimal sac
H0457,10,Stenosis of lacrimal sac
47874,9,Stenosis of larynx
J386,10,Stenosis of larynx
69513,9,Stevens-Johnson syndrome
L511,10,Stevens-Johnson syndrome
69514,9,Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome
L513,10,Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome
33391,9,Stiff-man syndrome
G2582,10,Stiff-man syndrome
36801,9,Strabismic amblyopia
H5303,10,Strabismic amblyopia
3202,9,Streptococcal meningitis
G002,10,Streptococcal meningitis
7013,9,Striae atrophicae
L906,10,Striae atrophicae
4471,9,Stricture of artery
I771,10,Stricture of artery
7861,9,Stridor
R061,10,Stridor
W22,10,Striking against or struck by other objects
W228,10,Striking against or struck by other objects
W218,10,Striking against or struck by other sports equipment
W2189,10,Striking against or struck by other sports equipment
37112,9,Stromal corneal pigmentations
H1806,10,Stromal corneal pigmentations
1272,9,Strongyloidiasis
B78,10,Strongyloidiasis
3362,9,Subacute combined degeneration of spinal cord in diseases classified elsewhere
G320,10,Subacute combined degeneration of spinal cord in diseases classified elsewhere
0462,9,Subacute sclerosing panencephalitis
A811,10,Subacute sclerosing panencephalitis
2451,9,Subacute thyroiditis
E061,10,Subacute thyroiditis
4953,9,Suberosis
J673,10,Suberosis
4563,9,Sublingual varices
I860,10,Sublingual varices
37932,9,Subluxation of lens
H2711,10,Subluxation of lens
2180,9,Submucous leiomyoma of uterus
D250,10,Submucous leiomyoma of uterus
38301,9,Subperiosteal abscess of mastoid
H7001,10,Subperiosteal abscess of mastoid
36811,9,Sudden visual loss
H5313,10,Sudden visual loss
E9538,9,Suicide and self-inflicted injury by other specified means
E9588,9,Suicide and self-inflicted injury by other specified means
E9539,9,Suicide and self-inflicted injury by unspecified means
E9589,9,Suicide and self-inflicted injury by unspecified means
69271,9,Sunburn
L55,10,Sunburn
69276,9,Sunburn of second degree
L551,10,Sunburn of second degree
69277,9,Sunburn of third degree
L552,10,Sunburn of third degree
8407,9,Superior glenoid labrum lesion
S4343,10,Superior glenoid labrum lesion
5201,9,Supernumerary teeth
K001,10,Supernumerary teeth
O098,10,Supervision of other high risk pregnancies
O0989,10,Supervision of other high risk pregnancies
O092,10,Supervision of pregnancy with other poor reproductive or obstetric history
O0929,10,Supervision of pregnancy with other poor reproductive or obstetric history
36831,9,Suppression of binocular vision
H5334,10,Suppression of binocular vision
51663,9,Surfactant mutations of the lung
J8483,10,Surfactant mutations of the lung
73622,9,Swan-neck deformity
M2003,10,Swan-neck deformity
0600,9,Sylvatic yellow fever
A950,10,Sylvatic yellow fever
37263,9,Symblepharon
H1123,10,Symblepharon
36011,9,Sympathetic uveitis
H4413,10,Sympathetic uveitis
V8302,9,Symptomatic hemophilia A carrier
Z1402,10,Symptomatic hemophilia A carrier
7802,9,Syncope and collapse
R55,10,Syncope and collapse
72700,9,"Synovitis and tenosynovitis, unspecified"
M659,10,"Synovitis and tenosynovitis, unspecified"
0979,9,"Syphilis, unspecified"
A539,10,"Syphilis, unspecified"
09182,9,Syphilitic alopecia
A5132,10,Syphilitic alopecia
0931,9,Syphilitic aortitis
A5202,10,Syphilitic aortitis
3360,9,Syringomyelia and syringobulbia
G950,10,Syringomyelia and syringobulbia
0940,9,Tabes dorsalis
A5211,10,Tabes dorsalis
7850,9,"Tachycardia, unspecified"
R000,10,"Tachycardia, unspecified"
1233,9,"Taeniasis, unspecified"
B689,10,"Taeniasis, unspecified"
42983,9,Takotsubo syndrome
I5181,10,Takotsubo syndrome
3555,9,Tarsal tunnel syndrome
G575,10,Tarsal tunnel syndrome
5207,9,Teething syndrome
K007,10,Teething syndrome
70402,9,Telogen effluvium
L650,10,Telogen effluvium
34881,9,Temporal sclerosis
G9381,10,Temporal sclerosis
E9796,9,Terrorism involving biological weapons
Y386,10,Terrorism involving biological weapons
Y386X,10,Terrorism involving biological weapons
E9797,9,Terrorism involving chemical weapons
Y387,10,Terrorism involving chemical weapons
Y387X,10,Terrorism involving chemical weapons
E9791,9,Terrorism involving destruction of aircraft
Y381,10,Terrorism involving destruction of aircraft
Y381X,10,Terrorism involving destruction of aircraft
E9790,9,Terrorism involving explosion of marine weapons
Y380,10,Terrorism involving explosion of marine weapons
Y380X,10,Terrorism involving explosion of marine weapons
E9794,9,Terrorism involving firearms
Y384,10,Terrorism involving firearms
Y384X,10,Terrorism involving firearms
Y383,10,"Terrorism involving fires, conflagration and hot substances"
Y383X,10,"Terrorism involving fires, conflagration and hot substances"
E9795,9,Terrorism involving nuclear weapons
Y385,10,Terrorism involving nuclear weapons
Y385X,10,Terrorism involving nuclear weapons
E9792,9,Terrorism involving other explosions and fragments
Y382,10,Terrorism involving other explosions and fragments
Y382X,10,Terrorism involving other explosions and fragments
E9798,9,Terrorism involving other means
Y3889,10,Terrorism involving other means
Y389,10,"Terrorism, secondary effects"
Y389X,10,"Terrorism, secondary effects"
2570,9,Testicular hyperfunction
E290,10,Testicular hyperfunction
7713,9,Tetanus neonatorum
A33,10,Tetanus neonatorum
7817,9,Tetany
R290,10,Tetany
Q213,10,Tetralogy of Fallot
7452,9,Tetralogy of fallot
28246,9,Thalassemia minor
D563,10,Thalassemia minor
28240,9,"Thalassemia, unspecified"
D569,10,"Thalassemia, unspecified"
44771,9,Thoracic aortic ectasia
I77810,10,Thoracic aortic ectasia
44773,9,Thoracoabdominal aortic ectasia
I77812,10,Thoracoabdominal aortic ectasia
73734,9,Thoracogenic scoliosis
M413,10,Thoracogenic scoliosis
V6442,9,Thoracoscopic surgical procedure converted to open procedure
Z5332,10,Thoracoscopic surgical procedure converted to open procedure
4431,9,Thromboangiitis obliterans [Buerger's disease]
I731,10,Thromboangiitis obliterans [Buerger's disease]
2875,9,"Thrombocytopenia, unspecified"
D696,10,"Thrombocytopenia, unspecified"
4531,9,Thrombophlebitis migrans
I821,10,Thrombophlebitis migrans
4466,9,Thrombotic microangiopathy
M311,10,Thrombotic microangiopathy
2459,9,"Thyroiditis, unspecified"
E069,10,"Thyroiditis, unspecified"
30720,9,"Tic disorder, unspecified"
F959,10,"Tic disorder, unspecified"
0639,9,"Tick-borne viral encephalitis, unspecified"
A849,10,"Tick-borne viral encephalitis, unspecified"
6233,9,Tight hymenal ring
N896,10,Tight hymenal ring
1111,9,Tinea nigra
B361,10,Tinea nigra
E9081,9,Tornado
X371,10,Tornado
60824,9,Torsion of appendix epididymis
N4404,10,Torsion of appendix epididymis
60823,9,Torsion of appendix testis
N4403,10,Torsion of appendix testis
N835,10,"Torsion of ovary, ovarian pedicle and fallopian tube"
N8353,10,"Torsion of ovary, ovarian pedicle and fallopian tube"
60820,9,"Torsion of testis, unspecified"
N4400,10,"Torsion of testis, unspecified"
74741,9,Total anomalous pulmonary venous connection
Q262,10,Total anomalous pulmonary venous connection
36622,9,Total traumatic cataract
H2613,10,Total traumatic cataract
30723,9,Tourette's disorder
F952,10,Tourette's disorder
T512,10,Toxic effect of 2-Propanol
T512X,10,Toxic effect of 2-Propanol
9851,9,Toxic effect of arsenic and its compounds
T570,10,Toxic effect of arsenic and its compounds
T570X,10,Toxic effect of arsenic and its compounds
T597,10,Toxic effect of carbon dioxide
T597X,10,Toxic effect of carbon dioxide
9822,9,Toxic effect of carbon disulfide
T654,10,Toxic effect of carbon disulfide
T654X,10,Toxic effect of carbon disulfide
986,9,Toxic effect of carbon monoxide
T58,10,Toxic effect of carbon monoxide
T582,10,Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels
T582X,10,Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels
T588,10,Toxic effect of carbon monoxide from other source
T588X,10,Toxic effect of carbon monoxide from other source
9876,9,Toxic effect of chlorine gas
T594,10,Toxic effect of chlorine gas
T594X,10,Toxic effect of chlorine gas
T638,10,Toxic effect of contact with other venomous animals
T6389,10,Toxic effect of contact with other venomous animals
T636,10,Toxic effect of contact with other venomous marine animals
T6369,10,Toxic effect of contact with other venomous marine animals
T650,10,Toxic effect of cyanides
T650X,10,Toxic effect of cyanides
T551,10,Toxic effect of detergents
T551X,10,Toxic effect of detergents
T510,10,Toxic effect of ethanol
T510X,10,Toxic effect of ethanol
T595,10,Toxic effect of fluorine gas and hydrogen fluoride
T595X,10,Toxic effect of fluorine gas and hydrogen fluoride
T592,10,Toxic effect of formaldehyde
T592X,10,Toxic effect of formaldehyde
9803,9,Toxic effect of fusel oil
T513,10,Toxic effect of fusel oil
T513X,10,Toxic effect of fusel oil
T601,10,Toxic effect of halogenated insecticides
T601X,10,Toxic effect of halogenated insecticides
T603,10,Toxic effect of herbicides and fungicides
T603X,10,Toxic effect of herbicides and fungicides
T573,10,Toxic effect of hydrogen cyanide
T573X,10,Toxic effect of hydrogen cyanide
T596,10,Toxic effect of hydrogen sulfide
T596X,10,Toxic effect of hydrogen sulfide
T621,10,Toxic effect of ingested berries
T621X,10,Toxic effect of ingested berries
T620,10,Toxic effect of ingested mushrooms
T620X,10,Toxic effect of ingested mushrooms
9875,9,Toxic effect of lacrimogenic gas
T593,10,Toxic effect of lacrimogenic gas
T593X,10,Toxic effect of lacrimogenic gas
98982,9,Toxic effect of latex
T6581,10,Toxic effect of latex
9852,9,Toxic effect of manganese and its compounds
T572,10,Toxic effect of manganese and its compounds
T572X,10,Toxic effect of manganese and its compounds
T511,10,Toxic effect of methanol
T511X,10,Toxic effect of methanol
T653,10,Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues
T653X,10,Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues
9872,9,Toxic effect of nitrogen oxides
T590,10,Toxic effect of nitrogen oxides
T590X,10,Toxic effect of nitrogen oxides
T655,10,Toxic effect of nitroglycerin and other nitric acids and esters
T655X,10,Toxic effect of nitroglycerin and other nitric acids and esters
T600,10,Toxic effect of organophosphate and carbamate insecticides
T600X,10,Toxic effect of organophosphate and carbamate insecticides
T518,10,Toxic effect of other alcohols
T518X,10,Toxic effect of other alcohols
T622,10,Toxic effect of other ingested (parts of) plant(s)
T622X,10,Toxic effect of other ingested (parts of) plant(s)
T602,10,Toxic effect of other insecticides
T602X,10,Toxic effect of other insecticides
T608,10,Toxic effect of other pesticides
T608X,10,Toxic effect of other pesticides
T618,10,Toxic effect of other seafood
T618X,10,Toxic effect of other seafood
T598,10,"Toxic effect of other specified gases, fumes and vapors"
T5989,10,"Toxic effect of other specified gases, fumes and vapors"
T578,10,Toxic effect of other specified inorganic substances
T578X,10,Toxic effect of other specified inorganic substances
9888,9,Toxic effect of other specified noxious substances eaten as food
T628,10,Toxic effect of other specified noxious substances eaten as food
T628X,10,Toxic effect of other specified noxious substances eaten as food
T658,10,Toxic effect of other specified substances
T6589,10,Toxic effect of other specified substances
T656,10,"Toxic effect of paints and dyes, not elsewhere classified"
T656X,10,"Toxic effect of paints and dyes, not elsewhere classified"
T571,10,Toxic effect of phosphorus and its compounds
T571X,10,Toxic effect of phosphorus and its compounds
T604,10,Toxic effect of rodenticides
T604X,10,Toxic effect of rodenticides
T550,10,Toxic effect of soaps
T550X,10,Toxic effect of soaps
9896,9,Toxic effect of soaps and detergents
T55,10,Toxic effect of soaps and detergents
T651,10,Toxic effect of strychnine and its salts
T651X,10,Toxic effect of strychnine and its salts
9873,9,Toxic effect of sulfur dioxide
T591,10,Toxic effect of sulfur dioxide
T591X,10,Toxic effect of sulfur dioxide
9809,9,Toxic effect of unspecified alcohol
T519,10,Toxic effect of unspecified alcohol
9889,9,Toxic effect of unspecified noxious substance eaten as food
T629,10,Toxic effect of unspecified noxious substance eaten as food
T631,10,Toxic effect of venom of other reptiles
T6319,10,Toxic effect of venom of other reptiles
T632,10,Toxic effect of venom of scorpion
T632X,10,Toxic effect of venom of scorpion
T521,10,Toxic effects of benzene
T521X,10,Toxic effects of benzene
T567,10,Toxic effects of beryllium and its compounds
T567X,10,Toxic effects of beryllium and its compounds
T563,10,Toxic effects of cadmium and its compounds
T563X,10,Toxic effects of cadmium and its compounds
T530,10,Toxic effects of carbon tetrachloride
T530X,10,Toxic effects of carbon tetrachloride
T535,10,Toxic effects of chlorofluorocarbons
T535X,10,Toxic effects of chlorofluorocarbons
