icd_full,hadm_freq
10-T39012D,1
10-S06379S,1
10-S83094A,1
10-H35061,1
10-H01129,1
10-D3011,1
9-05474,1
10-S6292XA,1
9-3067,1
10-S60470A,1
10-M2569,1
9-36371,1
10-S8261XG,1
9-E8384,1
10-S22041D,1
10-C7250,1
9-34613,1
9-84201,1
9-20220,1
10-E832,1
9-20054,1
10-S92332D,1
9-36924,1
10-S39091A,1
10-S62509A,1
10-S32038B,1
10-M24445,1
10-M10011,1
10-C50822,1
10-M84474K,1
10-S62124A,1
9-37421,1
10-N172,1
10-S62300A,1
10-O019,1
10-O09A3,1
9-3524,1
10-X810XXD,1
10-S52501E,1
9-0700,1
10-S8011XS,1
10-I072,1
10-F3177,1
10-S63691A,1
10-O0338,1
10-T471X2A,1
10-S36262A,1
10-S36261A,1
10-Q301,1
10-I70443,1
10-S9031XS,1
10-E0969,1
10-W67XXXA,1
10-S61251D,1
10-Z01812,1
9-38016,1
9-9533,1
10-H01113,1
10-H01116,1
9-V7282,1
10-Y801,1
10-E671,1
10-S62391B,1
10-T43012D,1
10-T81594A,1
10-Y37190S,1
9-E8411,1
10-S8702XS,1
10-N5314,1
10-S52132D,1
10-D49519,1
9-71136,1
10-H6642,1
10-H93292,1
10-S069X9D,1
10-T22041A,1
10-L430,1
10-S63253A,1
9-E0179,1
10-S82852M,1
10-S31133A,1
10-S15391A,1
10-S15091A,1
10-S15001S,1
10-S92512B,1
10-S98122A,1
10-S98132A,1
9-53161,1
10-S82114A,1
10-R87620,1
10-M1A0410,1
10-S72112S,1
10-L630,1
9-E0033,1
10-M0688,1
10-C659,1
10-O3103X1,1
10-S92414A,1
10-S13121A,1
10-S31603A,1
10-S63054A,1
10-S63044A,1
10-S55901A,1
10-S62101B,1
9-94411,1
10-S82191C,1
10-T8249XD,1
10-S7012XS,1
10-S62660A,1
10-T83510D,1
10-R898,1
10-F16188,1
10-T41294A,1
10-M24671,1
10-T84113A,1
10-M9251,1
10-O43112,1
10-H18599,1
9-V051,1
10-S56922A,1
9-1929,1
10-S82864A,1
9-74341,1
10-M25271,1
10-Y92318,1
10-S36112D,1
10-H818X1,1
9-3005,1
9-9069,1
10-H04033,1
10-C8296,1
10-M9702XS,1
10-T473X6D,1
10-S93409D,1
10-D521,1
10-M94251,1
9-36617,1
9-3520,1
10-V949XXA,1
10-Q558,1
10-S20402A,1
10-V799XXA,1
10-S472XXS,1
10-H4941,1
10-S92192B,1
9-9539,1
10-M41126,1
10-D823,1
9-37401,1
10-S0285XD,1
9-38101,1
10-S91135A,1
10-M80859D,1
10-M84442A,1
10-T25021A,1
9-80366,1
10-C84A5,1
9-95210,1
10-S3639XS,1
10-H348320,1
9-0050,1
10-S61211D,1
10-M23004,1
10-Y281XXD,1
9-V7399,1
10-M65821,1
10-T82521A,1
10-K52838,1
10-S023XXS,1
10-S065X5S,1
9-36033,1
10-S42342K,1
10-S12390D,1
9-65410,1
9-64200,1
9-9503,1
10-H15091,1
10-O3410,1
9-94512,1
10-T43202A,1
9-7039,1
10-A154,1
10-I69853,1
9-V701,1
10-S14143A,1
9-75320,1
10-L232,1
9-39899,1
10-M24459,1
10-S83241D,1
10-G40301,1
10-Q451,1
10-S96111A,1
10-H05233,1
10-S79821A,1
10-E3602,1
10-S61204A,1
10-S59909A,1
10-S40922A,1
10-T7803XA,1
9-8791,1
10-G4483,1
10-M89662,1
10-T85190A,1
10-T5891XA,1
9-E9321,1
10-S82021A,1
10-T86810,1
10-S83114A,1
10-S89131A,1
9-20601,1
9-20782,1
10-Z92850,1
10-S81022A,1
10-S41022A,1
10-S61411D,1
10-A8489,1
10-M790,1
10-L563,1
10-S80811D,1
10-H353211,1
10-Y93C1,1
9-V8742,1
10-S36029D,1
10-Y9314,1
10-B9621,1
9-6176,1
10-G5683,1
10-T23032S,1
10-S25191A,1
10-D0002,1
10-S31610A,1
9-0953,1
9-09150,1
10-C462,1
10-S85171A,1
10-H00032,1
10-W2131XA,1
10-T84040S,1
10-F15922,1
10-S92001S,1
10-N069,1
10-H26239,1
10-M9050,1
10-S70921A,1
10-S92192D,1
10-E7029,1
10-T8544XS,1
10-O26812,1
10-V8695XA,1
10-Q6692,1
10-W450XXD,1
10-S81042D,1
10-H59211,1
10-R3982,1
10-M00031,1
10-O9212,1
10-S88122A,1
10-M66331,1
10-M65031,1
9-53341,1
10-E319,1
9-48811,1
10-O30112,1
10-C6992,1
10-L97128,1
9-45919,1
10-S32041D,1
9-65991,1
9-86355,1
10-B470,1
10-T65893A,1
10-T602X2A,1
10-R069,1
10-M25331,1
10-S4352XA,1
9-9512,1
10-M9961,1
9-34612,1
10-S42012B,1
9-85236,1
10-M08051,1
10-M08052,1
10-M080A,1
10-A1889,1
10-I70511,1
10-S32032K,1
10-Q254,1
9-1342,1
10-I87021,1
9-E8222,1
10-S60467A,1
10-S92532B,1
10-M87174,1
10-G44219,1
10-I69833,1
10-S82292K,1
10-S72392K,1
10-L701,1
10-T424X3A,1
10-T23232A,1
10-S92192S,1
10-S42352K,1
10-I25798,1
10-H31002,1
10-J688,1
10-T59891A,1
10-S31631A,1
10-I69212,1
10-S33101A,1
10-W378XXA,1
10-S52201K,1
10-M05612,1
9-78600,1
10-S92012A,1
10-S72142P,1
9-80072,1
10-S32039S,1
10-S32029S,1
10-S2242XS,1
10-S42145D,1
10-W298XXD,1
10-S62609A,1
10-C7641,1
10-I4469,1
10-M24674,1
10-S149XXA,1
10-G254,1
10-A5274,1
10-S46021D,1
10-M87221,1
10-S20122A,1
10-C44721,1
10-S62333A,1
10-S62331A,1
10-T170XXA,1
10-H1812,1
10-T23111A,1
10-F18288,1
10-S36039S,1
10-W12XXXS,1
9-74484,1
10-A030,1
10-M1630,1
9-E8351,1
9-8057,1
9-2131,1
10-S329XXG,1
10-S2221XS,1
10-V4940XS,1
9-36501,1
10-T23262D,1
10-S2612XA,1
10-S51832D,1
9-1430,1
10-Z120,1
9-36081,1
9-E8615,1
9-9840,1
10-V4919XA,1
10-S63235A,1
9-71651,1
10-K062,1
10-D0580,1
9-30184,1
10-T520X3A,1
10-V8669XA,1
10-S2243XG,1
10-Q692,1
10-S90211A,1
10-M4842XA,1
10-M21232,1
9-E0135,1
10-Y9382,1
10-O2313,1
10-M25649,1
10-V8659XD,1
10-S52281K,1
10-L638,1
10-R00,1
10-O3693X0,1
10-H401221,1
10-H401212,1
10-S52381K,1
10-S86012D,1
10-D644,1
10-M9983,1
10-L89026,1
10-I87323,1
10-M2632,1
10-S061X9D,1
9-1106,1
9-32731,1
10-R839,1
9-80231,1
9-1349,1
10-S62303A,1
10-S92902A,1
9-69283,1
10-W74XXXS,1
10-S62640A,1
10-S62524A,1
9-36562,1
10-C9221,1
10-I70601,1
10-S51801D,1
10-S40821A,1
9-80071,1
9-7130,1
9-75557,1
10-V0929XD,1
10-S92404A,1
9-20221,1
10-B375,1
10-D4410,1
10-S06379D,1
10-M5409,1
10-L246,1
10-S42351G,1
9-07981,1
9-83410,1
10-I70562,1
10-H66012,1
10-S52501G,1
10-T43295S,1
9-71636,1
10-T84622S,1
10-H11153,1
10-H9112,1
10-S82855A,1
10-M86632,1
10-I63343,1
10-S60021A,1
10-S3663XS,1
9-59800,1
10-S72092D,1
9-17349,1
10-L02232,1
10-T425X5A,1
10-I70542,1
10-H33001,1
9-75656,1
10-M1A4611,1
10-M1A4621,1
9-87412,1
10-S038XXA,1
10-G8320,1
10-S1202XK,1
9-80372,1
10-P0440,1
10-S6742XA,1
10-S85312A,1
10-S12031D,1
10-E103413,1
9-7050,1
10-Z45811,1
10-S32131A,1
10-S42291K,1
9-64932,1
10-Z8651,1
10-O24311,1
9-94205,1
10-Q6471,1
9-0361,1
10-H15823,1
10-V8609XA,1
10-H7421,1
10-S36116D,1
10-T8542XA,1
10-H02832,1
10-H02835,1
10-L89126,1
10-D213,1
10-S27431A,1
10-K8037,1
10-S02121B,1
10-I87012,1
10-T270XXS,1
9-65123,1
10-H40049,1
9-1273,1
9-20298,1
10-O4103X1,1
10-T8463XS,1
10-V9389XD,1
10-S31812A,1
10-H540X55,1
10-H44011,1
10-M10462,1
10-W294XXD,1
10-S81041D,1
9-25803,1
10-S1087XA,1
10-H25041,1
9-E9419,1
10-S63237A,1
10-C50422,1
10-S56511A,1
10-S63045A,1
10-Z6229,1
10-T507X4A,1
10-M152,1
10-M151,1
10-V230XXA,1
10-S86222A,1
10-M21511,1
9-36650,1
9-79502,1
10-Z564,1
10-S62161D,1
10-M0768,1
9-1140,1
10-S60352A,1
10-S728X2D,1
10-N6325,1
10-T82223D,1
10-M060A,1
10-S62398A,1
10-S82141C,1
10-T161XXA,1
10-S62606D,1
10-S88912A,1
10-L97503,1
10-T23231A,1
9-20293,1
9-86340,1
10-S68721A,1
10-T392X5A,1
10-X16XXXD,1
10-T25012D,1
10-S90934A,1
9-1923,1
10-F19280,1
10-S20313D,1
10-M85831,1
10-S064X0S,1
10-A5002,1
10-S42212B,1
10-S92221B,1
10-S92231B,1
10-S68421D,1
10-C44602,1
10-S52302P,1
10-S52602K,1
10-M62532,1
10-Z412,1
10-W2210XA,1
9-36521,1
10-M10321,1
10-S42022D,1
9-V6123,1
9-9682,1
10-W130XXS,1
10-Y01XXXS,1
9-V0970,1
10-S62627B,1
10-W5311XA,1
9-64131,1
9-75650,1
10-T7621XS,1
10-Z209,1
10-T398X5D,1
10-V00132A,1
10-L02519,1
10-S92202B,1
10-S0285XS,1
9-E9132,1
9-1040,1
10-D2212,1
10-N279,1
9-94530,1
9-94890,1
10-I70761,1
10-T24031S,1
10-T24032S,1
10-D1612,1
10-S82831M,1
10-B768,1
10-S31604A,1
10-L89304,1
9-20120,1
10-S41111D,1
9-981,1
10-G4722,1
9-7574,1
10-S80812D,1
9-95211,1
9-01205,1
10-M84561G,1
9-9199,1
10-B381,1
10-S91139A,1
10-S92592B,1
10-S92492B,1
10-S95892A,1
10-S92302B,1
10-E8802,1
10-S72012S,1
10-M11249,1
9-9725,1
10-S68110A,1
10-S244XXD,1
9-5671,1
10-M41124,1
10-M852,1
9-74101,1
10-T387X6A,1
10-Y248XXS,1
9-1463,1
10-S8780XS,1
10-T50901S,1
10-S60322A,1
10-S31031A,1
10-Q062,1
10-S92002G,1
10-S82141P,1
9-34432,1
10-S51802A,1
10-M13879,1
10-E71529,1
10-T848,1
10-M25231,1
10-M24331,1
10-Q274,1
10-Q875,1
10-M84633A,1
10-M65222,1
10-S70921S,1
10-S31639A,1
10-S11023A,1
10-E258,1
10-M60021,1
10-M0008,1
10-S12531A,1
10-S12430A,1
10-V6988XS,1
10-S134XXD,1
10-T84111D,1
10-S13151D,1
10-S22061D,1
10-S36031S,1
10-V944XXS,1
10-V00328S,1
10-H5503,1
10-R890,1
10-M84562A,1
10-S064X9D,1
10-S63610A,1
10-I70502,1
10-S55912A,1
10-K4101,1
10-T82848D,1
10-T85868D,1
10-S92919A,1
10-S83195A,1
10-S51842A,1
10-M94351,1
9-5295,1
10-Q183,1
10-S11013A,1
10-M25632,1
10-H31102,1
10-H11133,1
10-O360132,1
10-O360131,1
9-37206,1
10-A848,1
10-O0739,1
10-T8502XS,1
10-H8391,1
10-S72401C,1
10-I775,1
10-H4051X0,1
10-N341,1
10-D40,1
10-S52371B,1
10-T43616A,1
10-F13120,1
10-R402334,1
10-F15921,1
10-B0112,1
10-E103311,1
10-E103392,1
9-94222,1
10-Z5739,1
10-R402120,1
10-S65312A,1
10-T82523A,1
10-M06371,1
10-Q142,1
10-P0418,1
10-M25631,1
9-5732,1
9-6801,1
9-3959,1
9-V585,1
10-S76092A,1
9-33985,1
10-I25758,1
10-H02833,1
10-H02836,1
9-E0052,1
10-G998,1
10-L951,1
10-X158XXA,1
10-T22311A,1
10-T22312A,1
10-S0285XB,1
9-E8262,1
9-63470,1
10-S46012S,1
10-S46311S,1
10-M92219,1
10-M24374,1
9-65531,1
10-O09823,1
10-K31A14,1
10-F13288,1
10-S42451B,1
9-80230,1
10-M11812,1
10-S32051D,1
9-37021,1
10-V744XXA,1
9-71610,1
10-O43223,1
10-M02331,1
10-C9191,1
10-M898X4,1
10-H60503,1
10-M11219,1
10-S63112A,1
9-73740,1
10-S15109A,1
10-A0222,1
9-V6544,1
10-S14113A,1
10-A829,1
9-20531,1
10-T80311A,1
9-85121,1
10-S61303A,1
10-S61301A,1
10-O3122X1,1
9-9308,1
9-66081,1
10-L98426,1
10-M4816,1
10-M6010,1
10-T24221A,1
10-T25221A,1
10-R87612,1
10-H16202,1
10-D5703,1
9-V4559,1
10-Z008,1
10-S0121XD,1
10-S32001A,1
9-71818,1
10-S62618A,1
10-H57051,1
10-S45811A,1
10-I63319,1
10-E8940,1
9-9143,1
9-0569,1
10-Q959,1
10-C8126,1
9-00846,1
10-Q422,1
10-M457,1
10-N8342,1
10-Z439,1
10-S52502M,1
10-H4421,1
9-96902,1
10-S63261A,1
10-S148XXA,1
10-A5423,1
10-S80221A,1
10-M9320,1
10-Q061,1
10-T792XXA,1
10-T403X5D,1
10-X999XXS,1
9-71187,1
10-H40819,1
10-S02400A,1
10-A069,1
10-H6992,1
9-E9528,1
9-85235,1
9-36271,1
10-H00023,1
10-Q6479,1
10-S63322A,1
10-S63092A,1
10-S63295A,1
10-T84420A,1
10-S2329XS,1
10-H47142,1
10-D0220,1
9-6393,1
9-6395,1
10-M84422K,1
10-S82144D,1
10-K50019,1
10-T391X5S,1
10-S52024B,1
9-80091,1
9-9756,1
10-M4037,1
10-S7011XS,1
10-M9741XD,1
10-M80021G,1
10-M26221,1
10-V426XXA,1
10-O3122X2,1
10-W07XXXS,1
10-H33302,1
10-O30113,1
10-Y040XXS,1
9-36270,1
9-V581,1
9-71198,1
10-Q622,1
10-M2390,1
10-H44602,1
10-M23251,1
10-Z526,1
10-H35073,1
10-T17408A,1
9-47401,1
10-M24272,1
9-64852,1
9-5836,1
10-S61511S,1
10-S65011S,1
10-S42341B,1
9-9350,1
10-S61255A,1
10-H21561,1
10-D048,1
10-E0581,1
9-27911,1
10-T40715A,1
10-S31104S,1
10-S65507A,1
10-S65505A,1
10-S68623S,1
10-S68621S,1
10-W310XXA,1
10-S72442D,1
10-M453,1
10-Q51820,1
10-V181XXA,1
10-O9802,1
9-1821,1
10-C4A39,1
10-T407X1D,1
10-Q833,1
10-H50811,1
9-71183,1
10-S72142B,1
10-D750,1
10-V4792XA,1
10-S6401XS,1
10-S61411S,1
10-C8211,1
10-H16123,1
9-87271,1
9-V220,1
10-M71111,1
10-H04013,1
10-D4111,1
10-T8509XD,1
9-75316,1
10-S01302A,1
10-S45192A,1
10-T23712A,1
10-X19XXXS,1
10-T23022S,1
10-V874XXA,1
9-75265,1
10-D049,1
10-O080,1
10-Q71812,1
10-E768,1
10-S42225A,1
9-1705,1
10-M50120,1
10-L512,1
10-V0490XS,1
10-S12450A,1
10-S12530D,1
10-S12430D,1
10-S12330D,1
10-S72352D,1
9-E0292,1
10-S36520A,1
10-C8491,1
10-C8499,1
10-E760,1
9-80061,1
10-H47393,1
10-H52523,1
9-71159,1
9-3076,1
9-52189,1
10-S1201XD,1
10-M4602,1
10-T43691A,1
10-A509,1
9-24970,1
9-8691,1
10-S2231XK,1
10-I70345,1
10-I69113,1
10-Y92310,1
10-W1849XD,1
10-S97112A,1
9-86350,1
9-20610,1
10-S42462K,1
10-S42452K,1
10-A440,1
10-S0180XS,1
10-T7431XA,1
9-86351,1
10-F18129,1
10-I83224,1
10-O10413,1
10-S82245A,1
10-S0993XS,1
10-S22009S,1
9-85160,1
10-T38805A,1
10-S27399S,1
10-S7223XD,1
10-S59811A,1
10-S55212A,1
10-S65812A,1
9-1877,1
10-O748,1
9-20962,1
10-A080,1
10-S34104D,1
9-5229,1
10-M84459D,1
10-E8340,1
9-34643,1
10-V280XXD,1
10-R2991,1
10-C101,1
10-H35053,1
9-0841,1
9-85176,1
10-S32021K,1
10-T83591A,1
9-2107,1
9-2106,1
9-6242,1
10-M71341,1
10-G213,1
9-32743,1
10-H10212,1
10-M948X1,1
10-X131XXA,1
9-05910,1
9-37454,1
10-T82121A,1
9-9167,1
10-T8209XD,1
10-M2460,1
10-M62261,1
10-I87313,1
10-M84463A,1
9-025,1
9-94523,1
10-S89391G,1
9-30983,1
9-1945,1
10-F19950,1
10-C600,1
10-C8470,1
10-I69264,1
10-I69152,1
10-T3992XA,1
10-S62161A,1
10-S62344B,1
10-S63232A,1
10-J411,1
10-S3510XA,1
10-S35319A,1
10-S30822A,1
10-M84532D,1
10-S04892A,1
10-S8264XD,1
10-Y92094,1
10-S52512B,1
10-S52592B,1
10-O9A311,1
10-T431X5A,1
9-9783,1
10-H35373,1
10-S56122A,1
9-80232,1
10-B900,1
9-01326,1
10-H04212,1
10-E103212,1
9-V6546,1
10-Z72821,1
9-E8531,1
10-Q189,1
9-0931,1
9-73093,1
10-R402340,1
10-S32492D,1
10-S42462P,1
10-O082,1
10-O0289,1
10-O992,1
10-Z31,1
10-S39012D,1
10-S72441A,1
9-37925,1
10-S42202B,1
9-20702,1
10-A851,1
10-S0082XA,1
10-S82852E,1
10-O98612,1
10-F348,1
10-I879,1
10-S75119A,1
10-S06380A,1
10-S42452P,1
10-H541151,1
9-9147,1
9-E8903,1
10-O99315,1
10-O0487,1
10-S72424B,1
10-S91312D,1
10-M25152,1
10-I69361,1
9-34672,1
9-27784,1
10-M89741,1
10-V0392XA,1
10-N007,1
10-S72032D,1
10-E2689,1
10-T85199A,1
10-G5771,1
10-S3421XS,1
9-85194,1
9-5519,1
9-71925,1
10-M63852,1
10-S65191S,1
9-66123,1
10-S3339XD,1
10-T6101XA,1
9-5954,1
10-B530,1
9-2359,1
10-S73109,1
10-M65271,1
10-M67871,1
9-2571,1
10-M76899,1
10-E617,1
10-N806,1
10-S12120K,1
10-S24104D,1
10-S92354B,1
10-T287XXD,1
10-T603X2D,1
10-T603X2A,1
9-1451,1
10-S01152A,1
10-L490,1
10-L00,1
10-Q269,1
10-S51831A,1
10-S55292A,1
10-I70591,1
10-E103312,1
9-4711,1
9-9511,1
10-N83519,1
10-O899,1
10-Q53112,1
10-S53095A,1
10-O4100X0,1
10-Z9886,1
10-K131,1
10-S60551A,1
10-X153XXA,1
10-T23031A,1
9-3534,1
10-T425X6A,1
10-V849XXA,1
10-M25071,1
10-T2165XA,1
10-S61409A,1
10-H11242,1
9-83114,1
10-A515,1
9-E9239,1
10-T7807XA,1
10-K51418,1
9-65933,1
10-S72421G,1
10-S72431G,1
10-S32599D,1
10-S91215A,1
10-S32501K,1
10-S3219XK,1
10-S32391K,1
10-S32392K,1
10-T84022D,1
9-63562,1
9-37455,1
10-M1460,1
9-37650,1
10-T50904A,1
10-S60372A,1
10-S21139A,1
10-S1113XA,1
10-H61009,1
10-S20213A,1
10-L97215,1
10-M4046,1
10-K08531,1
10-T463X1A,1
10-M71372,1
9-31282,1
10-M6798,1
10-T23321A,1
10-M84641A,1
10-S71032A,1
10-S31134A,1
10-S31135A,1
10-S61307A,1
9-75246,1
9-69559,1
10-W268XXD,1
9-1269,1
10-M5093,1
10-S66195A,1
10-S66193A,1
9-0062,1
10-M25741,1
9-2259,1
9-36973,1
10-W540XXS,1
10-S51852S,1
10-S37062S,1
10-C8224,1
10-E7429,1
10-S82874B,1
9-7337,1
9-92801,1
10-S92416A,1
10-S82009D,1
10-S92352B,1
10-S53025A,1
10-M85879,1
9-94516,1
10-S9001XS,1
10-S27892D,1
10-T859XXD,1
10-I70561,1
10-T82828A,1
10-I70523,1
10-G43019,1
10-I69912,1
10-M07672,1
10-V530XXA,1
10-S92591A,1
10-M1250,1
10-X958XXA,1
10-S31041A,1
9-28864,1
10-S60871A,1
10-S32433A,1
10-Z026,1
10-S82491D,1
10-D596,1
10-D109,1
10-S25502A,1
10-V735XXA,1
10-V799XXD,1
10-S32810B,1
10-S52202M,1
10-S52302M,1
10-M87835,1
9-8473,1
9-E8258,1
10-M85842,1
10-S72402P,1
10-M06812,1
10-H353112,1
10-D0007,1
10-T360X5D,1
10-L411,1
9-37001,1
10-M24112,1
10-M67432,1
9-82001,1
10-Z764,1
10-S82871H,1
10-Y92142,1
10-T507X2A,1
9-E8243,1
9-09489,1
10-O6023X2,1
10-S81031A,1
10-J9500,1
10-Q308,1
10-H02529,1
10-M2480,1
10-Z828,1
9-V1020,1
10-S82891M,1
9-87210,1
10-V00818A,1
10-S82851N,1
10-M25869,1
10-T385X2A,1
10-T500X2A,1
9-33911,1
9-66484,1
9-83311,1
9-37681,1
10-S92112K,1
10-D3162,1
10-S01401A,1
10-S56412A,1
9-71524,1
10-S72035B,1
9-75015,1
10-W5519XA,1
10-S40911A,1
10-M60871,1
10-W902XXA,1
10-T827XXS,1
10-S25499A,1
9-90249,1
9-E8209,1
10-Z702,1
9-9151,1
10-I70333,1
9-V024,1
10-S66812A,1
10-M00069,1
10-S60944A,1
10-S83519D,1
10-T22151A,1
10-T2121XA,1
10-M24612,1
10-S0006XA,1
10-T8381XA,1
10-S92001P,1
10-M67411,1
10-J95863,1
10-T79A21D,1
10-T79A22D,1
9-8872,1
10-S61200A,1
10-M85441,1
10-I69115,1
9-3579,1
10-G43001,1
9-85162,1
10-Y782,1
9-75513,1
9-0669,1
10-W230XXS,1
10-M89333,1
10-H5310,1
10-O747,1
10-Y0802XD,1
10-S028XXB,1
10-S0292XB,1
10-X72XXXD,1
10-S0531XD,1
10-O326XX2,1
10-O692XX2,1
10-W319XXS,1
10-S5782XS,1
10-S5412XS,1
9-0942,1
10-C4082,1
9-73322,1
10-Q310,1
9-V2501,1
9-01405,1
10-H40013,1
9-V6541,1
10-K51312,1
10-S60451A,1
9-7484,1
10-C8204,1
10-S06371A,1
10-M87378,1
10-S02118G,1
9-83315,1
10-S9781XS,1
10-F129,1
10-W1811XD,1
10-M4659,1
10-S0191XD,1
10-T84039A,1
10-M71159,1
10-T84126D,1
10-M2110,1
10-S42212S,1
10-S72035D,1
10-V6949XA,1
10-S93691A,1
10-D139,1
10-H6590,1
9-1708,1
10-V9411XD,1
10-S52262B,1
10-S52362B,1
10-C44591,1
10-G8100,1
10-S6412XD,1
10-S83101A,1
10-D3A020,1
10-T428X4A,1
9-8715,1
9-E8153,1
9-86811,1
9-5949,1
9-V771,1
10-A1883,1
9-78761,1
10-D2310,1
10-Z03823,1
10-S52522A,1
10-A519,1
10-Z900,1
9-9709,1
10-C052,1
10-S14121A,1
10-T8503XA,1
10-O228X1,1
10-E113553,1
10-O650,1
10-T438X5D,1
9-2399,1
9-99984,1
10-H402290,1
10-S648X2D,1
10-M25859,1
10-S66022D,1
10-S66822D,1
10-S66821D,1
10-S066X5A,1
10-C721,1
10-S52601P,1
9-37873,1
10-S7291XK,1
9-7239,1
10-H16299,1
9-38003,1
10-W275XXA,1
9-80420,1
10-F441,1
10-A5279,1
10-M71861,1
9-87264,1
9-7465,1
10-S62662A,1
10-R800,1
10-S32432K,1
9-E9850,1
10-V829XXS,1
10-S45092A,1
10-S72052D,1
10-S02602D,1
10-S92255D,1
10-S92122B,1
10-M87375,1
10-H20043,1
9-36131,1
10-Q229,1
10-O364XX2,1
10-S12090D,1
10-S06345A,1
10-V2940XD,1
10-S72432K,1
9-V062,1
10-S93421D,1
9-V059,1
9-3872,1
10-M24032,1
10-S56118A,1
9-94410,1
10-T34831A,1
10-T34832A,1
10-D642,1
10-V8665XA,1
10-S56116A,1
10-S56114A,1
9-5069,1
10-S01351A,1
10-B650,1
10-S92302A,1
10-T43224A,1
10-S31511A,1
10-C43111,1
10-M80059A,1
10-S86122A,1
10-M06372,1
10-I69221,1
10-C4A52,1
10-S82241S,1
9-2880,1
10-M61551,1
10-F6589,1
10-S9782XS,1
10-I70501,1
10-L02435,1
10-C8521,1
10-N881,1
10-S72401E,1
10-Z9681,1
10-T829XXD,1
9-V7612,1
10-S27331S,1
10-H57053,1
10-M70932,1
10-S31105D,1
10-R40241,1
10-S33111A,1
10-F19930,1
10-T39315S,1
9-94325,1
9-94850,1
10-H60331,1
10-K4140,1
10-C44112,1
10-T603X1S,1
10-C451,1
10-M84433D,1
10-T2220XA,1
9-00324,1
10-H6061,1
10-N4283,1
9-1229,1
10-O909,1
10-S12330A,1
10-O7103,1
10-S21142A,1
10-S43004S,1
10-Z4731,1
10-J399,1
10-M8929,1
10-D0471,1
10-V5940XA,1
10-S32599S,1
10-E200,1
10-T24001S,1
10-T24002S,1
10-D0472,1
10-M92521,1
10-O46093,1
10-S32018B,1
10-Q6269,1
10-S46391A,1
9-65503,1
10-T433X5S,1
9-67621,1
10-S09391A,1
10-T43223A,1
10-H00039,1
9-37182,1
10-M85611,1
10-H7010,1
10-G5773,1
10-S14155D,1
10-L02828,1
9-65431,1
10-S80821D,1
9-94400,1
10-S92346D,1
10-S92336D,1
10-L850,1
10-S7411XA,1
10-H35411,1
10-W52XXXD,1
10-T2112XA,1
10-T2114XA,1
10-S82842H,1
10-I2789,1
9-36644,1
9-5360,1
10-O43013,1
10-S92024A,1
10-S92134A,1
9-6299,1
10-T50A25A,1
10-Y93F2,1
10-S65595A,1
10-B468,1
10-D002,1
10-M71821,1
10-W1841XA,1
10-G5139,1
10-S42292P,1
10-V393XXA,1
10-W5589XA,1
10-V8692XA,1
9-80476,1
10-H0233,1
10-H11821,1
10-S92356D,1
10-M76829,1
10-T23322A,1
10-C7B00,1
10-H61812,1
10-H02433,1
10-S86392A,1
10-S92062B,1
10-S2760XA,1
10-S30860A,1
10-N6324,1
10-T85398A,1
10-Y37111S,1
10-S3590XA,1
10-S42325A,1
10-S50362A,1
10-S32409A,1
10-H18233,1
10-T82595S,1
10-K6281,1
10-S39092A,1
10-S31001A,1
10-S50852A,1
10-R402443,1
10-R5600,1
9-E9049,1
10-M4303,1
9-37932,1
10-A779,1
10-W16722A,1
10-W16712D,1
9-E8459,1
10-N6089,1
10-M65071,1
10-D0410,1
10-X748XXA,1
9-7800,1
9-64311,1
10-M7650,1
10-T17808A,1
9-71140,1
10-L662,1
9-0083,1
10-C84A1,1
10-S82091G,1
10-S34109S,1
10-T2107XA,1
10-H54415A,1
9-30721,1
9-82391,1
9-80718,1
9-75469,1
10-M13821,1
9-71287,1
10-O361130,1
10-S93422A,1
10-V239XXD,1
9-E8732,1
10-E7511,1
10-T17418A,1
9-96970,1
10-T43205A,1
9-90255,1
9-36103,1
9-36064,1
10-S85912A,1
10-M62512,1
10-M84432D,1
10-Z2804,1
10-C4A111,1
9-E9316,1
10-H7201,1
10-H663X1,1
10-B344,1
10-S92524A,1
10-Q143,1
10-W2181XA,1
10-S63617A,1
10-S72344A,1
10-M66829,1
10-H93012,1
10-S60579A,1
10-S92502D,1
9-6252,1
10-I2601,1
9-61681,1
10-S72401M,1
10-S72491C,1
10-S82401E,1
10-H05422,1
10-S85812A,1
9-80003,1
10-M24052,1
10-M8608,1
10-S42021D,1
10-V479XXA,1
10-T731XXA,1
10-H401490,1
9-37589,1
10-S3422XS,1
10-S34139S,1
9-99949,1
9-0654,1
10-Z3481,1
10-S92151D,1
9-66113,1
9-75027,1
10-I69939,1
10-Q5529,1
10-K283,1
10-S89391A,1
10-S89191A,1
10-S62308A,1
10-S82402K,1
10-F3011,1
10-G44311,1
9-85195,1
10-E74818,1
10-Z3403,1
10-K0500,1
9-4579,1
10-M89722,1
10-H5353,1
9-01501,1
10-W9301XS,1
10-T34531S,1
10-S648X1A,1
10-S65901A,1
10-S99911D,1
9-09322,1
9-80060,1
10-S1010XA,1
10-V425XXA,1
10-S92534A,1
10-S6992XD,1
10-T8734,1
9-37451,1
10-S75192A,1
10-A5132,1
10-A522,1
10-Q112,1
10-S92491A,1
10-C8269,1
9-E9222,1
10-T84612A,1
10-E243,1
9-33384,1
10-S86312A,1
10-S83209A,1
10-S92425D,1
10-B400,1
9-53311,1
