icd_block,proc_block,n_hadm,proc_desc
M51,00N,1,"Central Nervous System and Cranial Nerves, Release"
M51,02H,1,"Heart and Great Vessels, Insertion"
M53,02H,2,"Heart and Great Vessels, Insertion"
M53,0SG,2,"Lower Joints, Fusion"
M53,0QB,1,"Lower Bones, Excision"
M53,0QS,1,"Lower Bones, Reposition"
M53,0SB,1,"Lower Joints, Excision"
M53,0ST,1,"Lower Joints, Resection"
M53,4A1,1,"Measurement and Monitoring, Physiological Systems, Monitoring"
M53,B54,1,"Imaging, Veins, Ultrasonography"
M54,3E0,19,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M54,5A1,18,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M54,02H,10,"Heart and Great Vessels, Insertion"
M54,0DB,8,"Gastrointestinal System, Excision"
M54,0DJ,8,"Gastrointestinal System, Inspection"
M54,01N,7,"Peripheral Nervous System, Release"
M54,0W9,7,"Anatomical Regions, General, Drainage"
M54,B21,7,"Imaging, Heart, Fluoroscopy"
M54,009,6,"Central Nervous System and Cranial Nerves, Drainage"
M54,0BH,5,"Respiratory System, Insertion"
M60,0KB,2,"Muscles, Excision"
M60,009,1,"Central Nervous System and Cranial Nerves, Drainage"
M60,02H,1,"Heart and Great Vessels, Insertion"
M60,02W,1,"Heart and Great Vessels, Revision"
M60,0CJ,1,"Mouth and Throat, Inspection"
M60,0DJ,1,"Gastrointestinal System, Inspection"
M60,0J9,1,"Subcutaneous Tissue and Fascia, Drainage"
M60,0K9,1,"Muscles, Drainage"
M60,0R9,1,"Upper Joints, Drainage"
M60,0SG,1,"Lower Joints, Fusion"
M62,5A1,14,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M62,02H,10,"Heart and Great Vessels, Insertion"
M62,3E0,10,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M62,0BH,6,"Respiratory System, Insertion"
M62,009,3,"Central Nervous System and Cranial Nerves, Drainage"
M62,0JH,3,"Subcutaneous Tissue and Fascia, Insertion"
M62,0QB,3,"Lower Bones, Excision"
M62,0B1,2,"Respiratory System, Bypass"
M62,0BJ,2,"Respiratory System, Inspection"
M62,0DH,2,"Gastrointestinal System, Insertion"
M65,02H,2,"Heart and Great Vessels, Insertion"
M65,0J9,1,"Subcutaneous Tissue and Fascia, Drainage"
M65,0KB,1,"Muscles, Excision"
M65,0L9,1,"Tendons, Drainage"
M65,0LB,1,"Tendons, Excision"
M65,0M9,1,"Bursae and Ligaments, Drainage"
M65,0MC,1,"Bursae and Ligaments, Extirpation"
M65,0QB,1,"Lower Bones, Excision"
M65,0R9,1,"Upper Joints, Drainage"
M65,0RB,1,"Upper Joints, Excision"
M67,0L8,1,"Tendons, Division"
M67,0QB,1,"Lower Bones, Excision"
M67,B41,1,"Imaging, Lower Arteries, Fluoroscopy"
M70,0QB,2,"Lower Bones, Excision"
M70,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M70,00H,1,"Central Nervous System and Cranial Nerves, Insertion"
M70,00J,1,"Central Nervous System and Cranial Nerves, Inspection"
M70,00P,1,"Central Nervous System and Cranial Nerves, Removal"
M70,02H,1,"Heart and Great Vessels, Insertion"
M70,0Y9,1,"Anatomical Regions, Lower Extremities, Drainage"
M70,B41,1,"Imaging, Lower Arteries, Fluoroscopy"
M71,02H,2,"Heart and Great Vessels, Insertion"
M71,0HQ,1,"Skin and Breast, Repair"
M71,0JB,1,"Subcutaneous Tissue and Fascia, Excision"
M71,0MD,1,"Bursae and Ligaments, Extraction"
M71,0QB,1,"Lower Bones, Excision"
M71,0QP,1,"Lower Bones, Removal"
M71,0R9,1,"Upper Joints, Drainage"
M71,0RB,1,"Upper Joints, Excision"
M71,0RJ,1,"Upper Joints, Inspection"
M71,0SB,1,"Lower Joints, Excision"
M72,0JB,2,"Subcutaneous Tissue and Fascia, Excision"
M72,021,1,"Heart and Great Vessels, Bypass"
M72,02H,1,"Heart and Great Vessels, Insertion"
M72,06B,1,"Lower Veins, Excision"
M72,0JD,1,"Subcutaneous Tissue and Fascia, Extraction"
M72,0KB,1,"Muscles, Excision"
M72,0LB,1,"Tendons, Excision"
M72,0UQ,1,"Female Reproductive System, Repair"
M72,0WQ,1,"Anatomical Regions, General, Repair"
M72,0YQ,1,"Anatomical Regions, Lower Extremities, Repair"
M75,0RR,4,"Upper Joints, Replacement"
M75,021,1,"Heart and Great Vessels, Bypass"
M75,03B,1,"Upper Arteries, Excision"
M75,0B9,1,"Respiratory System, Drainage"
M75,0BC,1,"Respiratory System, Extirpation"
M75,0CJ,1,"Mouth and Throat, Inspection"
M75,0LS,1,"Tendons, Reposition"
M75,0PU,1,"Upper Bones, Supplement"
M75,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M76,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M76,4A0,1,"Measurement and Monitoring, Physiological Systems, Measurement"
M76,B21,1,"Imaging, Heart, Fluoroscopy"
M79,5A1,18,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M79,3E0,16,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M79,02H,15,"Heart and Great Vessels, Insertion"
M79,0DJ,7,"Gastrointestinal System, Inspection"
M79,0JH,6,"Subcutaneous Tissue and Fascia, Insertion"
M79,B21,5,"Imaging, Heart, Fluoroscopy"
M79,0DH,4,"Gastrointestinal System, Insertion"
M79,0JB,4,"Subcutaneous Tissue and Fascia, Excision"
M79,01N,3,"Peripheral Nervous System, Release"
M79,027,3,"Heart and Great Vessels, Dilation"
M80,02H,3,"Heart and Great Vessels, Insertion"
M80,0JH,2,"Subcutaneous Tissue and Fascia, Insertion"
M80,0QS,2,"Lower Bones, Reposition"
M80,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M80,02P,1,"Heart and Great Vessels, Removal"
M80,0DB,1,"Gastrointestinal System, Excision"
M80,0JP,1,"Subcutaneous Tissue and Fascia, Removal"
M80,0SR,1,"Lower Joints, Replacement"
M80,6A5,1,"Extracorporeal or Systemic Therapies, Physiological Systems, Pheresis"
M81,3E0,12,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M81,02H,8,"Heart and Great Vessels, Insertion"
M81,0DB,7,"Gastrointestinal System, Excision"
M81,0QS,6,"Lower Bones, Reposition"
M81,302,6,"Administration, Circulatory, Transfusion"
M81,5A1,6,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M81,0DJ,4,"Gastrointestinal System, Inspection"
M81,0FB,4,"Hepatobiliary System and Pancreas, Excision"
M81,0SR,4,"Lower Joints, Replacement"
M81,0BH,3,"Respiratory System, Insertion"
M84,0QB,8,"Lower Bones, Excision"
M84,3E0,6,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M84,02H,4,"Heart and Great Vessels, Insertion"
M84,0QS,4,"Lower Bones, Reposition"
M84,0W9,3,"Anatomical Regions, General, Drainage"
M84,07D,2,"Lymphatic and Hemic Systems, Extraction"
M84,0DH,2,"Gastrointestinal System, Insertion"
M84,0HX,2,"Skin and Breast, Transfer"
M84,0KX,2,"Muscles, Transfer"
M84,0Q9,2,"Lower Bones, Drainage"
M85,02H,11,"Heart and Great Vessels, Insertion"
M85,3E0,6,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M85,5A1,6,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M85,0QS,4,"Lower Bones, Reposition"
M85,0SR,4,"Lower Joints, Replacement"
M85,0DB,3,"Gastrointestinal System, Excision"
M85,0DJ,3,"Gastrointestinal System, Inspection"
M85,0JH,3,"Subcutaneous Tissue and Fascia, Insertion"
M85,0PB,3,"Upper Bones, Excision"
M85,0W9,3,"Anatomical Regions, General, Drainage"
M86,02H,25,"Heart and Great Vessels, Insertion"
M86,0QB,22,"Lower Bones, Excision"
M86,0Y6,22,"Anatomical Regions, Lower Extremities, Detachment"
M86,5A1,12,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M86,0JB,11,"Subcutaneous Tissue and Fascia, Excision"
M86,B41,10,"Imaging, Lower Arteries, Fluoroscopy"
M86,0J9,8,"Subcutaneous Tissue and Fascia, Drainage"
M86,3E1,6,"Administration, Physiological Systems and Anatomical Regions, Irrigation"
M86,3E0,5,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M86,047,4,"Lower Arteries, Dilation"
M87,02H,8,"Heart and Great Vessels, Insertion"
M87,3E0,7,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M87,0SR,4,"Lower Joints, Replacement"
M87,5A1,4,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M87,0B9,2,"Respiratory System, Drainage"
M87,009,1,"Central Nervous System and Cranial Nerves, Drainage"
M87,02P,1,"Heart and Great Vessels, Removal"
M87,05H,1,"Upper Veins, Insertion"
M87,05P,1,"Upper Veins, Removal"
M87,0B2,1,"Respiratory System, Change"
M89,02H,2,"Heart and Great Vessels, Insertion"
M89,0J9,2,"Subcutaneous Tissue and Fascia, Drainage"
M89,031,1,Division of intraspinal nerve root
M89,07B,1,"Lymphatic and Hemic Systems, Excision"
M89,0DB,1,"Gastrointestinal System, Excision"
M89,0KB,1,"Muscles, Excision"
M89,0LB,1,"Tendons, Excision"
M89,0QB,1,"Lower Bones, Excision"
M89,0W9,1,"Anatomical Regions, General, Drainage"
M89,3E1,1,"Administration, Physiological Systems and Anatomical Regions, Irrigation"
M92,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M94,0JB,1,"Subcutaneous Tissue and Fascia, Excision"
M96,02H,7,"Heart and Great Vessels, Insertion"
M96,0SP,5,"Lower Joints, Removal"
M96,0SC,4,"Lower Joints, Extirpation"
M96,0QB,3,"Lower Bones, Excision"
M96,0SR,3,"Lower Joints, Replacement"
M96,0SU,3,"Lower Joints, Supplement"
M96,0DT,2,"Gastrointestinal System, Resection"
M96,0JC,2,"Subcutaneous Tissue and Fascia, Extirpation"
M96,0SB,2,"Lower Joints, Excision"
M96,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M97,0QS,3,"Lower Bones, Reposition"
N00,02H,1,"Heart and Great Vessels, Insertion"
N00,0BC,1,"Respiratory System, Extirpation"
N00,0FJ,1,"Hepatobiliary System and Pancreas, Inspection"
N00,0JP,1,"Subcutaneous Tissue and Fascia, Removal"
N00,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N00,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N02,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N02,05H,1,"Upper Veins, Insertion"
N02,0JH,1,"Subcutaneous Tissue and Fascia, Insertion"
N02,B54,1,"Imaging, Veins, Ultrasonography"
N04,0BH,2,"Respiratory System, Insertion"
N04,0DB,2,"Gastrointestinal System, Excision"
N04,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N04,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N04,009,1,"Central Nervous System and Cranial Nerves, Drainage"
N04,02H,1,"Heart and Great Vessels, Insertion"
N04,0B9,1,"Respiratory System, Drainage"
N04,0BB,1,"Respiratory System, Excision"
N04,0D1,1,"Gastrointestinal System, Bypass"
N04,0D9,1,"Gastrointestinal System, Drainage"
N05,02H,1,"Heart and Great Vessels, Insertion"
N05,0TB,1,"Urinary System, Excision"
N05,0W9,1,"Anatomical Regions, General, Drainage"
N05,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N05,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N05,6A5,1,"Extracorporeal or Systemic Therapies, Physiological Systems, Pheresis"
N08,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N08,02H,1,"Heart and Great Vessels, Insertion"
N08,02P,1,"Heart and Great Vessels, Removal"
N08,302,1,"Administration, Circulatory, Transfusion"
N08,6A5,1,"Extracorporeal or Systemic Therapies, Physiological Systems, Pheresis"
N10,02H,2,"Heart and Great Vessels, Insertion"
N10,06H,1,"Lower Veins, Insertion"
N10,0T9,1,"Urinary System, Drainage"
N10,0W9,1,"Anatomical Regions, General, Drainage"
N11,06H,1,"Lower Veins, Insertion"
N11,0TT,1,"Urinary System, Resection"
N12,02H,2,"Heart and Great Vessels, Insertion"
N12,05H,1,"Upper Veins, Insertion"
N12,05P,1,"Upper Veins, Removal"
N12,0F7,1,"Hepatobiliary System and Pancreas, Dilation"
N12,0FD,1,"Hepatobiliary System and Pancreas, Extraction"
N12,0J9,1,"Subcutaneous Tissue and Fascia, Drainage"
N12,0JH,1,"Subcutaneous Tissue and Fascia, Insertion"
N12,0T1,1,"Urinary System, Bypass"
N12,0T7,1,"Urinary System, Dilation"
N12,0TP,1,"Urinary System, Removal"
N13,0T7,13,"Urinary System, Dilation"
N13,02H,12,"Heart and Great Vessels, Insertion"
N13,0T9,10,"Urinary System, Drainage"
N13,3E0,10,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N13,0W9,8,"Anatomical Regions, General, Drainage"
N13,0DB,6,"Gastrointestinal System, Excision"
N13,5A1,5,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N13,BT1,5,"Imaging, Urinary System, Fluoroscopy"
N13,0B9,3,"Respiratory System, Drainage"
N13,0TB,3,"Urinary System, Excision"
N14,02H,10,"Heart and Great Vessels, Insertion"
N14,3E0,5,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N14,5A1,5,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N14,B21,3,"Imaging, Heart, Fluoroscopy"
N14,009,2,"Central Nervous System and Cranial Nerves, Drainage"
N14,02R,2,"Heart and Great Vessels, Replacement"
N14,07D,2,"Lymphatic and Hemic Systems, Extraction"
N14,0B9,2,"Respiratory System, Drainage"
N14,0BH,2,"Respiratory System, Insertion"
N14,4A0,2,"Measurement and Monitoring, Physiological Systems, Measurement"
N15,0T2,1,"Urinary System, Change"
N15,0T9,1,"Urinary System, Drainage"
N15,0TJ,1,"Urinary System, Inspection"
N15,0W9,1,"Anatomical Regions, General, Drainage"
N15,BT1,1,"Imaging, Urinary System, Fluoroscopy"
N17,02H,176,"Heart and Great Vessels, Insertion"
N17,5A1,141,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N17,3E0,136,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N17,0W9,69,"Anatomical Regions, General, Drainage"
N17,0BH,63,"Respiratory System, Insertion"
N17,0DJ,46,"Gastrointestinal System, Inspection"
N17,4A0,39,"Measurement and Monitoring, Physiological Systems, Measurement"
N17,B21,37,"Imaging, Heart, Fluoroscopy"
N17,0DB,30,"Gastrointestinal System, Excision"
N17,0JH,22,"Subcutaneous Tissue and Fascia, Insertion"
N18,5A1,146,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N18,02H,116,"Heart and Great Vessels, Insertion"
N18,3E0,69,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N18,0DJ,46,"Gastrointestinal System, Inspection"
N18,B21,39,"Imaging, Heart, Fluoroscopy"
N18,4A0,37,"Measurement and Monitoring, Physiological Systems, Measurement"
N18,0W9,36,"Anatomical Regions, General, Drainage"
N18,0BH,35,"Respiratory System, Insertion"
N18,0JH,30,"Subcutaneous Tissue and Fascia, Insertion"
N18,0DB,29,"Gastrointestinal System, Excision"
N19,027,1,"Heart and Great Vessels, Dilation"
N19,0B9,1,"Respiratory System, Drainage"
N19,0BH,1,"Respiratory System, Insertion"
N19,0PB,1,"Upper Bones, Excision"
N19,0W9,1,"Anatomical Regions, General, Drainage"
N19,0WJ,1,"Anatomical Regions, General, Inspection"
N19,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N19,5A2,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
N19,B21,1,"Imaging, Heart, Fluoroscopy"
N20,02H,6,"Heart and Great Vessels, Insertion"
N20,3E0,5,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N20,5A1,4,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N20,009,2,"Central Nervous System and Cranial Nerves, Drainage"
N20,0B9,2,"Respiratory System, Drainage"
N20,0QB,2,"Lower Bones, Excision"
N20,0T7,2,"Urinary System, Dilation"
N20,00C,1,"Central Nervous System and Cranial Nerves, Extirpation"
N20,00U,1,"Central Nervous System and Cranial Nerves, Supplement"
N20,02P,1,"Heart and Great Vessels, Removal"
N21,02H,1,"Heart and Great Vessels, Insertion"
N21,0TC,1,"Urinary System, Extirpation"
N21,0VB,1,"Male Reproductive System, Excision"
N21,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N21,8E0,1,"Other Procedures, Physiological Systems and Anatomical Regions, Other Procedures"
N25,5A1,6,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N25,3E1,5,"Administration, Physiological Systems and Anatomical Regions, Irrigation"
N25,0Y6,4,"Anatomical Regions, Lower Extremities, Detachment"
N25,3E0,3,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N25,02H,2,"Heart and Great Vessels, Insertion"
N25,0QB,2,"Lower Bones, Excision"
N25,B21,2,"Imaging, Heart, Fluoroscopy"
N25,027,1,"Heart and Great Vessels, Dilation"
N25,02C,1,"Heart and Great Vessels, Extirpation"
N25,02L,1,"Heart and Great Vessels, Occlusion"
N26,02H,1,"Heart and Great Vessels, Insertion"
N26,0JH,1,"Subcutaneous Tissue and Fascia, Insertion"
N26,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N28,02H,10,"Heart and Great Vessels, Insertion"
N28,3E0,9,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N28,0DJ,5,"Gastrointestinal System, Inspection"
N28,07D,4,"Lymphatic and Hemic Systems, Extraction"
N28,0F7,4,"Hepatobiliary System and Pancreas, Dilation"
N28,0W9,4,"Anatomical Regions, General, Drainage"
N28,5A1,4,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N28,0BH,2,"Respiratory System, Insertion"
N28,0DB,2,"Gastrointestinal System, Excision"
N28,0FB,2,"Hepatobiliary System and Pancreas, Excision"
N30,02H,4,"Heart and Great Vessels, Insertion"
N30,0DB,2,"Gastrointestinal System, Excision"
N30,0T7,2,"Urinary System, Dilation"
N30,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N30,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N30,027,1,"Heart and Great Vessels, Dilation"
N30,0BH,1,"Respiratory System, Insertion"
N30,0D1,1,"Gastrointestinal System, Bypass"
N30,0DT,1,"Gastrointestinal System, Resection"
N30,0T5,1,"Urinary System, Destruction"
N31,02H,5,"Heart and Great Vessels, Insertion"
N31,3E0,4,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N31,5A1,3,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
N31,0T2,2,"Urinary System, Change"
N31,0T9,2,"Urinary System, Drainage"
N31,01N,1,"Peripheral Nervous System, Release"
N31,0BH,1,"Respiratory System, Insertion"
N31,0DB,1,"Gastrointestinal System, Excision"
N31,0DH,1,"Gastrointestinal System, Insertion"
N31,0DJ,1,"Gastrointestinal System, Inspection"
N32,02H,4,"Heart and Great Vessels, Insertion"
N32,0T9,4,"Urinary System, Drainage"
N32,3E0,4,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N32,0DB,3,"Gastrointestinal System, Excision"
N32,0DJ,3,"Gastrointestinal System, Inspection"
N32,0W9,3,"Anatomical Regions, General, Drainage"
N32,05H,2,"Upper Veins, Insertion"
N32,0D1,2,"Gastrointestinal System, Bypass"
N32,0DN,2,"Gastrointestinal System, Release"
N32,0T7,2,"Urinary System, Dilation"
N34,07D,1,"Lymphatic and Hemic Systems, Extraction"
N34,0CJ,1,"Mouth and Throat, Inspection"
N34,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
N35,02H,3,"Heart and Great Vessels, Insertion"
N35,021,1,"Heart and Great Vessels, Bypass"
