block,icd_code,n_hadm,long_title
920,9205,7,Cardiovascular and hematopoietic scan and radioisotope function study
921,9215,2,Pulmonary scan
921,9216,1,Scan of lymphatic system
922,9229,60,Other radiotherapeutic procedure
922,9227,6,Implantation or insertion of radioactive elements
923,9230,1,"Stereotactic radiosurgery, not otherwise specified"
930,9301,31,Functional evaluation
930,9305,1,Range of motion testing
930,9308,1,Electromyography
931,9312,3,Other active musculoskeletal exercise
932,9321,1,Manual and mechanical traction
932,9322,1,Ambulation and gait training
932,9326,1,Manual rupture of joint adhesions
933,9339,1,Other physical therapy
934,9344,4,Other skeletal traction
934,9341,3,Spinal traction using skull device
935,9359,23,"Other immobilization, pressure, and attention to wound"
935,9357,9,Application of other wound dressing
935,9356,6,Application of pressure dressing
935,9354,5,Application of splint
935,9353,3,Application of other cast
935,9355,1,Dental wiring
939,9390,44,Non-invasive mechanical ventilation
939,9394,8,Respiratory medication administered by nebulizer
942,9427,30,Other electroshock therapy
942,9425,4,Other psychiatric drug therapy
943,9439,1,Other individual psychotherapy
944,9444,2,Other group therapy
944,9449,1,Other counseling
946,9462,45,Alcohol detoxification
946,9465,4,Drug detoxification
946,9468,3,Combined alcohol and drug detoxification
960,9604,299,Insertion of endotracheal tube
960,9605,29,Other intubation of respiratory tract
960,9607,25,Insertion of other (naso-)gastric tube
960,9608,7,Insertion of (naso-)intestinal tube
960,9609,5,Insertion of rectal tube
960,9606,1,Insertion of Sengstaken tube
962,9627,5,Manual reduction of hernia
962,9623,1,Dilation of anal sphincter
962,9624,1,Dilation and manipulation of enterostomy stoma
962,9625,1,Therapeutic distention of bladder
963,9633,2,Gastric lavage
963,9634,1,Other irrigation of (naso-)gastric tube
964,9649,7,Other genitourinary instillation
964,9648,2,Irrigation of other indwelling urinary catheter
965,9656,7,Other lavage of bronchus and trachea
965,9659,5,Other irrigation of wound
965,9652,1,Irrigation of ear
965,9657,1,Irrigation of vascular catheter
966,966,394,Enteral infusion of concentrated nutritional substances
967,9671,332,Continuous invasive mechanical ventilation for less than 96 consecutive hours
967,9672,228,Continuous invasive mechanical ventilation for 96 consecutive hours or more
967,9670,1,Continuous invasive mechanical ventilation of unspecified duration
970,9705,36,Replacement of stent (tube) in biliary or pancreatic duct
970,9702,19,Replacement of gastrostomy tube
970,9703,10,Replacement of tube or enterostomy device of small intestine
970,9701,1,Replacement of (naso-)gastric or esophagostomy tube
971,9714,1,Replacement of other device for musculoskeletal immobilization
972,9723,11,Replacement of tracheostomy tube
972,9729,5,Other nonoperative replacements
974,9749,5,Removal of other device from thorax
974,9744,4,Nonoperative removal of heart assist system
974,9741,1,Removal of thoracotomy tube or pleural cavity drain
975,9755,17,"Removal of T-tube, other bile duct tube, or liver tube"
975,9756,5,Removal of pancreatic tube or drain
975,9751,1,Removal of gastrostomy tube
975,9753,1,Removal of tube from large intestine or appendix
975,9754,1,Removal of cholecystostomy tube
975,9759,1,Removal of other device from digestive system
976,9761,4,Removal of pyelostomy and nephrostomy tube
976,9762,3,Removal of ureterostomy tube and ureteral catheter
977,9771,2,Removal of intrauterine contraceptive device
978,9789,4,Removal of other therapeutic device
978,9782,2,Removal of peritoneal drainage device
978,9785,1,"Removal of packing from trunk, not elsewhere classified"
978,9786,1,Removal of other device from abdomen
978,9788,1,Removal of external immobilization device
980,9802,8,Removal of intraluminal foreign body from esophagus without incision
981,9815,4,Removal of intraluminal foreign body from trachea and bronchus without incision
982,9820,1,"Removal of foreign body, not otherwise specified"
990,9904,165,Transfusion of packed cells
990,9907,33,Transfusion of other serum
990,9905,14,Transfusion of platelets
990,9900,1,Perioperative autologous transfusion of whole blood or blood components
990,9902,1,Transfusion of previously collected autologous blood
990,9909,1,Transfusion of other substance
991,9915,192,Parenteral infusion of concentrated nutritional substances
991,9910,47,Injection or infusion of thrombolytic agent
991,9914,33,Injection or infusion of immunoglobulin
991,9917,3,Injection of insulin
991,9919,3,Injection of anticoagulant
991,9911,1,Injection of Rh immune globulin
991,9912,1,Immunization for allergy
992,9925,253,Injection or infusion of cancer chemotherapeutic substance
992,9920,62,Injection or infusion of platelet inhibitor
992,9929,37,Injection or infusion of other therapeutic or prophylactic substance
992,9923,17,Injection of steroid
992,9921,11,Injection of antibiotic
992,9928,7,Injection or infusion of biological response modifier [BRM] as an antineoplastic agent
993,9936,2,Administration of diphtheria toxoid
995,9952,11,Prophylactic vaccination against influenza
995,9955,7,Prophylactic administration of vaccine against other diseases
995,9957,1,Administration of botulism antitoxin
996,9962,47,Other electric countershock of heart
996,9960,27,"Cardiopulmonary resuscitation, not otherwise specified"
996,9961,27,Atrial cardioversion
996,9969,7,Other conversion of cardiac rhythm
996,9963,1,Closed chest cardiac massage
997,9977,18,Application or administration of an adhesion barrier substance
997,9971,13,Therapeutic plasmapheresis
997,9979,6,Other therapeutic apheresis
997,9976,3,Extracorporeal immunoadsorption
997,9972,2,Therapeutic leukopheresis
B01,B01BZZZ,1,Fluoroscopy of Spinal Cord
B20,B2001ZZ,1,Plain Radiography of Single Coronary Artery using Low Osmolar Contrast
B20,B2010ZZ,1,Plain Radiography of Multiple Coronary Arteries using High Osmolar Contrast
B20,B2011ZZ,1,Plain Radiography of Multiple Coronary Arteries using Low Osmolar Contrast
B21,B211YZZ,202,Fluoroscopy of Multiple Coronary Arteries using Other Contrast
B21,B2111ZZ,39,Fluoroscopy of Multiple Coronary Arteries using Low Osmolar Contrast
B21,B218YZZ,23,Fluoroscopy of Left Internal Mammary Bypass Graft using Other Contrast
B21,B213YZZ,18,Fluoroscopy of Multiple Coronary Artery Bypass Grafts using Other Contrast
B21,B214YZZ,11,Fluoroscopy of Right Heart using Other Contrast
B21,B210YZZ,6,Fluoroscopy of Single Coronary Artery using Other Contrast
B21,B215YZZ,6,Fluoroscopy of Left Heart using Other Contrast
B21,B2181ZZ,3,Fluoroscopy of Left Internal Mammary Bypass Graft using Low Osmolar Contrast
B21,B2121ZZ,2,Fluoroscopy of Single Coronary Artery Bypass Graft using Low Osmolar Contrast
B21,B212YZZ,2,Fluoroscopy of Single Coronary Artery Bypass Graft using Other Contrast
B21,B2131ZZ,2,Fluoroscopy of Multiple Coronary Artery Bypass Grafts using Low Osmolar Contrast
B21,B2141ZZ,2,Fluoroscopy of Right Heart using Low Osmolar Contrast
B21,B2101ZZ,1,Fluoroscopy of Single Coronary Artery using Low Osmolar Contrast
B21,B216YZZ,1,Fluoroscopy of Right and Left Heart using Other Contrast
B24,B24BZZ4,5,"Ultrasonography of Heart with Aorta, Transesophageal"
B24,B240ZZ3,3,"Ultrasonography of Single Coronary Artery, Intravascular"
B24,B244YZZ,2,Ultrasonography of Right Heart using Other Contrast
B24,B241ZZ3,1,"Ultrasonography of Multiple Coronary Arteries, Intravascular"
B24,B244ZZZ,1,Ultrasonography of Right Heart
B24,B246ZZ4,1,"Ultrasonography of Right and Left Heart, Transesophageal"
B24,B24BYZZ,1,Ultrasonography of Heart with Aorta using Other Contrast
B24,B24BZZZ,1,Ultrasonography of Heart with Aorta
B24,B24CZZ4,1,"Ultrasonography of Pericardium, Transesophageal"
B30,B305YZZ,1,Plain Radiography of Bilateral Common Carotid Arteries using Other Contrast
B31,B310YZZ,14,Fluoroscopy of Thoracic Aorta using Other Contrast
B31,B31FYZZ,10,Fluoroscopy of Left Vertebral Artery using Other Contrast
B31,B31RYZZ,10,Fluoroscopy of Intracranial Arteries using Other Contrast
B31,B318YZZ,8,Fluoroscopy of Bilateral Internal Carotid Arteries using Other Contrast
B31,B317YZZ,5,Fluoroscopy of Left Internal Carotid Artery using Other Contrast
B31,B313YZZ,4,Fluoroscopy of Right Common Carotid Artery using Other Contrast
B31,B315YZZ,4,Fluoroscopy of Bilateral Common Carotid Arteries using Other Contrast
B31,B31GYZZ,4,Fluoroscopy of Bilateral Vertebral Arteries using Other Contrast
B31,B3171ZZ,3,Fluoroscopy of Left Internal Carotid Artery using Low Osmolar Contrast
B31,B31CYZZ,3,Fluoroscopy of Bilateral External Carotid Arteries using Other Contrast
B31,B312YZZ,2,Fluoroscopy of Left Subclavian Artery using Other Contrast
B31,B3161ZZ,2,Fluoroscopy of Right Internal Carotid Artery using Low Osmolar Contrast
B31,B31DYZZ,2,Fluoroscopy of Right Vertebral Artery using Other Contrast
B31,B3101ZZ,1,Fluoroscopy of Thoracic Aorta using Low Osmolar Contrast
B31,B3141ZZ,1,Fluoroscopy of Left Common Carotid Artery using Low Osmolar Contrast
B31,B3151ZZ,1,Fluoroscopy of Bilateral Common Carotid Arteries using Low Osmolar Contrast
B31,B315ZZZ,1,Fluoroscopy of Bilateral Common Carotid Arteries
B31,B316YZZ,1,Fluoroscopy of Right Internal Carotid Artery using Other Contrast
B31,B318ZZZ,1,Fluoroscopy of Bilateral Internal Carotid Arteries
B31,B319YZZ,1,Fluoroscopy of Right External Carotid Artery using Other Contrast
B31,B31B1ZZ,1,Fluoroscopy of Left External Carotid Artery using Low Osmolar Contrast
B31,B31BYZZ,1,Fluoroscopy of Left External Carotid Artery using Other Contrast
B31,B31D1ZZ,1,Fluoroscopy of Right Vertebral Artery using Low Osmolar Contrast
B31,B31F1ZZ,1,Fluoroscopy of Left Vertebral Artery using Low Osmolar Contrast
B31,B31FZZZ,1,Fluoroscopy of Left Vertebral Artery
B31,B31GZZZ,1,Fluoroscopy of Bilateral Vertebral Arteries
B31,B31HZZZ,1,Fluoroscopy of Right Upper Extremity Arteries
B31,B31MYZZ,1,Fluoroscopy of Spinal Arteries using Other Contrast
B31,B31NYZZ,1,Fluoroscopy of Other Upper Arteries using Other Contrast
B31,B31R1ZZ,1,Fluoroscopy of Intracranial Arteries using Low Osmolar Contrast
B40,B400YZZ,1,Plain Radiography of Abdominal Aorta using Other Contrast
B40,B40GYZZ,1,Plain Radiography of Left Lower Extremity Arteries using Other Contrast
B41,B41FYZZ,23,Fluoroscopy of Right Lower Extremity Arteries using Other Contrast
B41,B410YZZ,17,Fluoroscopy of Abdominal Aorta using Other Contrast
B41,B41GYZZ,13,Fluoroscopy of Left Lower Extremity Arteries using Other Contrast
B41,B41F1ZZ,6,Fluoroscopy of Right Lower Extremity Arteries using Low Osmolar Contrast
B41,B41DYZZ,3,Fluoroscopy of Aorta and Bilateral Lower Extremity Arteries using Other Contrast
B41,B4121ZZ,2,Fluoroscopy of Hepatic Artery using Low Osmolar Contrast
B41,B4141ZZ,2,Fluoroscopy of Superior Mesenteric Artery using Low Osmolar Contrast
B41,B414YZZ,2,Fluoroscopy of Superior Mesenteric Artery using Other Contrast
B41,B415YZZ,2,Fluoroscopy of Inferior Mesenteric Artery using Other Contrast
B41,B41BYZZ,2,Fluoroscopy of Other Intra-Abdominal Arteries using Other Contrast
B41,B41G1ZZ,2,Fluoroscopy of Left Lower Extremity Arteries using Low Osmolar Contrast
B41,B4101ZZ,1,Fluoroscopy of Abdominal Aorta using Low Osmolar Contrast
B41,B412YZZ,1,Fluoroscopy of Hepatic Artery using Other Contrast
B41,B413YZZ,1,Fluoroscopy of Splenic Arteries using Other Contrast
B41,B417YZZ,1,Fluoroscopy of Left Renal Artery using Other Contrast
B41,B418YZZ,1,Fluoroscopy of Bilateral Renal Arteries using Other Contrast
B41,B419YZZ,1,Fluoroscopy of Lumbar Arteries using Other Contrast
B41,B41DZZZ,1,Fluoroscopy of Aorta and Bilateral Lower Extremity Arteries
B51,B51WYZZ,3,Fluoroscopy of Dialysis Shunt/Fistula using Other Contrast
B51,B518YZZ,2,Fluoroscopy of Superior Vena Cava using Other Contrast
B51,B513YZA,1,"Fluoroscopy of Right Jugular Veins using Other Contrast, Guidance"
B51,B514YZA,1,"Fluoroscopy of Left Jugular Veins using Other Contrast, Guidance"
B51,B516YZZ,1,Fluoroscopy of Right Subclavian Vein using Other Contrast
B51,B517ZZA,1,"Fluoroscopy of Left Subclavian Vein, Guidance"
B51,B518YZA,1,"Fluoroscopy of Superior Vena Cava using Other Contrast, Guidance"
B51,B518ZZA,1,"Fluoroscopy of Superior Vena Cava, Guidance"
B51,B519YZA,1,"Fluoroscopy of Inferior Vena Cava using Other Contrast, Guidance"
B51,B519YZZ,1,Fluoroscopy of Inferior Vena Cava using Other Contrast
B51,B51MYZA,1,"Fluoroscopy of Right Upper Extremity Veins using Other Contrast, Guidance"
B51,B51MYZZ,1,Fluoroscopy of Right Upper Extremity Veins using Other Contrast
B51,B51NYZZ,1,Fluoroscopy of Left Upper Extremity Veins using Other Contrast
B51,B51TYZZ,1,Fluoroscopy of Portal and Splanchnic Veins using Other Contrast
B54,B548ZZA,32,"Ultrasonography of Superior Vena Cava, Guidance"
B54,B543ZZA,6,"Ultrasonography of Right Jugular Veins, Guidance"
B54,B544ZZA,1,"Ultrasonography of Left Jugular Veins, Guidance"
B54,B54TZZ3,1,"Ultrasonography of Portal and Splanchnic Veins, Intravascular"
BD1,BD16YZZ,2,Fluoroscopy of Upper GI and Small Bowel using Other Contrast
BD4,BD47ZZZ,1,Ultrasonography of Gastrointestinal Tract
BF0,BF00YZZ,2,Plain Radiography of Bile Ducts using Other Contrast
BF0,BF0CYZZ,1,"Plain Radiography of Hepatobiliary System, All using Other Contrast"
BF1,BF10YZZ,18,Fluoroscopy of Bile Ducts using Other Contrast
BF1,BF101ZZ,7,Fluoroscopy of Bile Ducts using Low Osmolar Contrast
BF1,BF13YZZ,3,Fluoroscopy of Gallbladder and Bile Ducts using Other Contrast
BF1,BF11YZZ,2,Fluoroscopy of Biliary and Pancreatic Ducts using Other Contrast
BF1,BF12YZZ,1,Fluoroscopy of Gallbladder using Other Contrast
BF1,BF131ZZ,1,Fluoroscopy of Gallbladder and Bile Ducts using Low Osmolar Contrast
BF1,BF14YZZ,1,"Fluoroscopy of Gallbladder, Bile Ducts and Pancreatic Ducts using Other Contrast"
BF3,BF37ZZZ,1,Magnetic Resonance Imaging (MRI) of Pancreas
BF4,BF47ZZZ,2,Ultrasonography of Pancreas
BF4,BF40ZZZ,1,Ultrasonography of Bile Ducts
BF4,BF43ZZZ,1,Ultrasonography of Gallbladder and Bile Ducts
BH4,BH4BZZZ,1,Ultrasonography of Chest Wall
